#gene	sample7	sample8	sample9
RP11-542C16.2	3610	1608	2777
NEURL4	820	1441	1225
ACAP1	7446	9037	3189
KCTD11	3411	5478	6512
TMEM95	4226	9032	4944
TNK1	2585	2055	2754
TMEM256-PLSCR3	4664	3371	2963
TMEM256	8124	3484	7510
NLGN2	506	770	736
SPEM1	4652	3045	1012
C17orf74	8019	8167	6398
RP11-104H15.12	1489	1566	1495
TMEM102	3793	3664	2144
FGF11	3788	16967	12913
CHRNB1	592	310	879
ZBTB4	3519	6361	6019
SLC35G6	2067	2562	2888
POLR2A	809	840	712
TNFSF12	2954	6095	1631
TNFSF12-TNFSF13	822	1115	1513
TNFSF13	2647	1594	2056
SENP3	1372	1063	1099
SENP3-EIF4A1	3469	1925	807
EIF4A1	2141	2137	1303
CD68	1996	1828	1533
MPDU1	917	2481	1270
SOX15	5306	6988	4640
FXR2	1725	3238	2224
SHBG	1059	1119	851
SAT2	790	876	441
ATP1B2	1478	801	1854
TP53	2861	2257	3168
WRAP53	5128	5694	11819
EFNB3	2699	1698	3022
DNAH2	5166	6981	3594
KDM6B	1841	1827	3148
TMEM88	6230	6314	3296
NAA38	235	484	565
CYB5D1	1282	1407	1704
CHD3	1499	2423	1907
AC025335.1	908	1031	2374
AC104581.1	2758	3376	1621
KCNAB3	4375	3209	1467
RP11-1099M24.7	9080	8154	7297
TRAPPC1	527	670	833
CNTROB	1186	1641	967
GUCY2D	820	2333	2990
ALOX15B	8352	5638	6808
ALOX12B	2748	2284	2992
ALOXE3	2477	2351	1887
HES7	2861	2772	2739
PER1	2150	2493	1129
RP11-599B13.6	3116	2759	2592
VAMP2	2645	1840	4303
TMEM107	639	671	1673
BORCS6	98	179	377
AC129492.1	528	555	687
AURKB	84	53	101
CTC1	496	395	441
PFAS	144	99	158
SLC25A35	3956	1858	4370
RANGRF	2515	2283	1544
ARHGEF15	6875	4579	4699
ODF4	1507	2887	460
KRBA2	2053	2692	3393
RP11-849F2.7	1470	1899	1600
RPL26	2885	3014	3215
RNF222	6142	12033	3709
NDEL1	1936	3241	1127
MYH10	889	1681	1358
CCDC42	12716	5748	6935
SPDYE4	1121	1252	1032
MFSD6L	7877	11685	11563
PIK3R6	108	201	129
PIK3R5	12721	7781	6112
NTN1	3095	1531	3617
STX8	982	1144	1662
CFAP52	9483	5994	8351
USP43	422	214	887
DHRS7C	2231	1244	2018
GSG1L2	7503	5282	8614
GLP2R	1913	2319	2919
RCVRN	4065	3161	4248
GAS7	754	926	645
MYH13	2973	2046	8436
MYH8	1634	1188	937
MYH4	5214	4289	6082
MYH1	1463	778	1457
MYH2	2139	1932	1316
MYH3	4653	9110	6899
SCO1	1016	2811	1305
ADPRM	1509	4159	4053
TMEM220	348	690	707
LINC00675	235	117	141
PIRT	1279	1591	1849
SHISA6	377	227	272
DNAH9	1828	1759	2897
ZNF18	287	238	226
MAP2K4	2486	4145	3120
MYOCD	5037	5177	3599
ARHGAP44	4402	4541	4201
ELAC2	4230	2053	2265
HS3ST3A1	2520	1594	3507
COX10	2491	4877	1780
CDRT15	1634	1624	655
HS3ST3B1	768	518	311
PMP22	2019	3707	1504
TEKT3	4851	4745	6153
CDRT4	3268	1928	1965
TVP23C-CDRT4	2501	4275	1296
TVP23C	2680	3221	2170
CDRT1	3279	3730	3456
RP11-385D13.1	5559	2422	4775
TRIM16	307	248	434
ZNF286A	237	325	780
TBC1D26	784	614	460
ADORA2B	3550	4322	2299
ZSWIM7	1342	2635	1355
TTC19	3718	3109	4437
NCOR1	3276	3145	4513
PIGL	4253	3273	2211
CENPV	475	345	472
UBB	7984	4967	8237
TRPV2	268	671	103
LRRC75A	963	1959	831
ZNF287	2295	2584	4923
ZNF624	2307	3410	3451
CCDC144A	820	353	620
RP11-219A15.1	351	207	612
TNFRSF13B	1753	3401	2356
MPRIP	12963	22069	22106
PLD6	40	55	52
RP11-45M22.4	18126	15553	12638
FLCN	7593	10223	12073
COPS3	3299	1604	1598
NT5M	457	380	323
MED9	1261	1042	954
RASD1	2621	2682	1786
PEMT	856	1175	779
RAI1	5770	3918	2669
SREBF1	21530	5827	4609
TOM1L2	1643	1926	2320
DRC3	10652	9112	8479
ATPAF2	3147	1454	2626
GID4	1543	2298	1736
DRG2	2001	2611	2312
MYO15A	87	146	149
ALKBH5	541	211	548
LLGL1	3668	3422	2668
FLII	4211	4414	6608
MIEF2	1061	2417	2457
TOP3A	461	466	974
SMCR8	8158	6122	10690
SHMT1	1184	1456	1070
EVPLL	1000	398	858
LGALS9C	4015	2441	4673
FAM106A	99	81	174
TBC1D28	228	298	228
ZNF286B	8057	6967	4007
TRIM16L	193	67	129
FBXW10	6151	2477	6100
TVP23B	2017	5622	2175
PRPSAP2	3639	2585	3020
SLC5A10	8751	3932	3694
FAM83G	1876	921	2075
GRAP	1733	2347	1719
GRAPL	885	1994	1140
EPN2	7622	6445	6987
B9D1	96	139	147
MAPK7	7775	3320	4799
MFAP4	770	1073	955
RNF112	624	1156	1835
SLC47A1	1222	1542	1642
ALDH3A2	2251	4568	2322
SLC47A2	6868	9862	2650
ALDH3A1	2976	1919	6043
ULK2	626	528	1601
AKAP10	492	1067	906
SPECC1	1327	1285	1584
LGALS9B	2134	2833	2620
CDRT15L2	1477	1748	2168
CCDC144NL	3610	3984	4307
USP22	120	68	63
DHRS7B	2009	2091	4671
TMEM11	1426	1665	1043
NATD1	1182	1763	4415
MAP2K3	507	475	189
KCNJ12	826	515	582
C17orf51	139	1190	785
KCNJ18	138	102	135
ABC13-47656900H15.1	6346	12765	2505
MTRNR2L1	4911	2753	5326
WSB1	3828	1820	4555
KSR1	571	1253	1035
AC015688.3	15943	18981	8569
LGALS9	2157	1879	1939
NOS2	2743	1226	1644
RP1-66C13.4	1330	1039	424
LYRM9	3165	7117	2574
NLK	116	86	111
TMEM97	8288	4866	10140
IFT20	4232	5773	5870
TNFAIP1	1523	1675	1591
POLDIP2	306	398	322
TMEM199	1974	3069	5844
SEBOX	411	513	625
CTB-96E2.2	485	715	686
SARM1	5648	4052	6638
VTN	2134	1287	564
SLC46A1	411	365	392
RP11-192H23.4	4233	4343	3731
SLC13A2	2082	4659	6819
FOXN1	520	558	478
UNC119	6694	7415	6947
PIGS	12747	10532	12023
ALDOC	1996	2883	2345
SPAG5	2330	5107	5011
SGK494	1197	5775	1206
KIAA0100	3622	2233	2469
SDF2	723	484	409
SUPT6H	6121	6798	3204
PROCA1	6424	14938	3418
RAB34	2310	2426	3223
RPL23A	86	88	127
TLCD1	410	872	1298
NEK8	419	316	362
TRAF4	3945	5068	4441
FAM222B	1140	1579	825
ERAL1	48	29	76
FLOT2	1681	1003	2002
DHRS13	1083	1567	2161
PHF12	273	631	244
PIPOX	4501	1911	2010
SEZ6	2876	2611	2110
MYO18A	1938	886	2391
TIAF1	3633	7718	2499
CRYBA1	584	1207	1017
NUFIP2	317	251	259
TAOK1	588	519	437
ABHD15	118	162	119
TP53I13	9560	3570	5647
GIT1	613	482	1334
ANKRD13B	1971	2082	2393
CORO6	537	469	1172
SSH2	1232	1688	1517
EFCAB5	4520	11202	5738
NSRP1	194	460	508
SLC6A4	7780	2440	4816
BLMH	2779	2757	2057
TMIGD1	532	1653	1062
CPD	3963	2371	2775
GOSR1	254	462	319
TBC1D29	3155	4828	4351
CRLF3	13755	12613	12668
ATAD5	763	632	1333
TEFM	701	2251	252
ADAP2	1492	4192	5425
RNF135	8787	8136	11926
NF1	6550	9758	7097
OMG	3773	2758	3783
EVI2B	2365	2334	3491
CTD-2370N5.3	1562	1654	955
EVI2A	3022	1672	1596
RAB11FIP4	4893	7982	8290
COPRS	1380	2394	3860
UTP6	3241	845	1192
SUZ12	1252	1116	888
LRRC37B	3324	2432	6517
RHOT1	25792	14950	47780
RHBDL3	6828	2649	8155
C17orf75	7312	5169	2576
ZNF207	2217	1669	2391
PSMD11	473	506	165
CDK5R1	2521	1119	1557
MYO1D	2059	1169	851
TMEM98	7519	3943	2879
SPACA3	17584	9240	13323
ASIC2	3904	6848	3260
CCL2	2630	1804	2816
CCL7	207	430	188
CCL11	7503	3956	4518
CCL8	697	386	454
CCL13	1019	643	878
CCL1	108	148	104
TMEM132E	1405	2602	4177
CCT6B	1264	1822	520
ZNF830	320	460	700
LIG3	1848	871	2241
RFFL	312	239	472
RAD51L3-RFFL	756	3463	2575
RAD51D	3251	2775	2214
FNDC8	1943	1641	3449
NLE1	2492	2562	1814
UNC45B	83	57	93
SLC35G3	1762	687	1363
SLFN5	2436	2546	589
SLFN11	8148	9004	14126
SLFN12	1850	914	1940
SLFN13	776	1313	860
SLFN12L	1826	1913	2745
SLFN14	3307	2397	2811
PEX12	4916	5061	5589
AP2B1	2446	1884	2050
TAF15	1209	466	761
RASL10B	97	55	77
GAS2L2	6669	6488	3222
MMP28	4038	2878	6338
C17orf50	2681	2512	3061
HEATR9	3167	4388	4227
CCL5	1932	1500	1271
RDM1	1067	1503	1410
LYZL6	8049	7572	6530
CCL16	1541	1686	2514
CCL14	3880	2867	2310
CCL15-CCL14	2692	4907	1747
CCL15	1972	2136	1717
CCL23	2974	2943	1889
CCL18	8333	10570	7078
CCL3	9721	15391	16401
CCL4	486	439	917
TBC1D3B	4261	4272	1719
CCL3L3	103	134	73
CCL4L2	1116	943	710
TBC1D3I	380	367	292
TBC1D3G	761	874	757
TBC1D3H	1112	2256	1347
TBC1D3F	11616	6092	6459
ZNHIT3	6348	4981	12802
MYO19	3462	6331	2350
PIGW	595	505	1298
GGNBP2	334	679	945
DHRS11	2011	1631	2814
MRM1	2710	2772	4270
LHX1	1512	1031	1329
AATF	397	518	263
ACACA	5947	4954	4719
C17orf78	1477	645	1370
TADA2A	3855	903	936
DUSP14	818	2426	2512
SYNRG	260	179	243
DDX52	451	711	241
HNF1B	256	529	161
TBC1D3K	2212	2662	3990
TBC1D3L	9424	6430	7731
TBC1D3D	2013	1452	3652
TBC1D3C	1635	2405	3569
TBC1D3E	539	1425	2121
TBC1D3	1609	725	1699
MRPL45	4613	4673	6088
GPR179	5877	9014	3821
SOCS7	10403	22586	17981
ARHGAP23	1719	889	1384
SRCIN1	3681	4445	1827
C17orf96	802	660	378
MLLT6	1780	1710	2463
AC006449.2	11983	20118	8735
CISD3	143	200	164
PCGF2	1260	1903	1016
PSMB3	3488	2284	1629
PIP4K2B	278	322	92
CWC25	343	460	287
C17orf98	7022	6382	4263
RPL23	17686	17280	14079
LASP1	57	26	43
LINC00672	2073	1587	835
FBXO47	2372	2698	3587
PLXDC1	1981	1079	1373
ARL5C	2563	2063	1822
CACNB1	136	188	175
RPL19	2403	1897	5436
STAC2	6837	11344	3607
FBXL20	4722	4259	6389
MED1	4873	5000	5230
CDK12	4024	6398	2241
NEUROD2	4137	3235	4581
PPP1R1B	730	772	499
STARD3	3423	1846	3779
TCAP	779	946	740
PNMT	479	156	239
PGAP3	1951	622	1022
ERBB2	1323	1054	1484
MIEN1	1995	1976	973
GRB7	11315	15183	9715
IKZF3	4199	3067	5756
ZPBP2	3308	2080	980
GSDMB	334	683	1216
ORMDL3	2717	1563	2154
LRRC3C	1690	1700	686
GSDMA	2851	1920	3879
PSMD3	14281	5838	20420
CSF3	927	667	422
MED24	1178	1260	1825
THRA	891	644	1850
NR1D1	4417	6891	6708
MSL1	1027	860	681
CASC3	3911	2365	3057
RAPGEFL1	2215	1884	1516
WIPF2	2564	5134	4499
CDC6	3756	4963	4561
RARA	4833	3719	4632
GJD3	13164	11843	6922
TOP2A	481	938	576
IGFBP4	5668	4631	11658
TNS4	5075	11995	8189
CCR7	655	747	812
SMARCE1	2315	2135	2108
RP5-1028K7.3	1977	2662	3041
KRT222	80	82	109
KRT24	3467	8454	3444
KRT25	576	409	268
KRT26	6325	1721	2392
KRT27	44	78	29
KRT28	30	27	13
KRT10	833	1240	693
TMEM99	217	555	599
KRT12	4299	2071	1575
KRT20	977	960	872
KRT23	828	481	1555
KRT39	2570	7290	5943
KRT40	266	893	784
KRTAP3-3	31981	42159	21239
KRTAP3-2	805	691	1438
KRTAP3-1	2906	1796	2395
KRTAP1-5	659	364	424
KRTAP1-4	266	177	105
KRTAP1-3	10683	5889	10629
KRTAP1-1	27	44	33
KRTAP2-1	343	365	363
KRTAP2-2	1708	820	786
KRTAP2-3	1740	4260	1315
KRTAP2-4	383	289	511
KRTAP4-7	9267	2418	3490
KRTAP4-8	2711	1614	2685
KRTAP4-16	1279	1477	1458
KRTAP4-9	3222	2453	2138
KRTAP4-11	132	253	97
KRTAP4-12	20676	6603	8770
KRTAP4-6	682	701	689
KRTAP4-5	1734	1396	756
KRTAP4-4	1968	4073	5383
KRTAP4-3	4678	8265	3627
KRTAP4-2	777	484	554
KRTAP4-1	3957	2119	4528
KRTAP9-1	459	404	437
KRTAP9-2	4286	3193	7368
KRTAP9-3	251	274	419
KRTAP9-8	1375	1462	2981
KRTAP9-4	4361	3194	5103
KRTAP9-9	2572	3770	2208
KRTAP9-6	7262	5471	3970
KRTAP9-7	7101	5175	10029
KRTAP29-1	2220	1060	1648
KRTAP16-1	3667	6032	13661
KRTAP17-1	7810	18001	14147
KRT33A	6144	3473	2601
KRT33B	5	2	3
KRT34	3810	3245	3945
KRT31	8823	4992	4377
KRT37	2605	2028	4696
KRT38	10808	7569	9653
KRT32	2846	4377	5649
KRT35	291	344	967
KRT36	1469	7973	1704
KRT13	1015	570	879
KRT15	4002	3912	2439
KRT19	6472	6384	12712
KRT9	1321	2413	1248
KRT14	1772	977	2517
KRT16	749	199	513
KRT17	1267	2188	2825
EIF1	3646	4284	6226
GAST	1111	387	548
HAP1	189	204	99
JUP	111	202	173
P3H4	2678	1268	1950
FKBP10	1300	683	881
NT5C3B	1369	2270	3296
KLHL10	983	918	874
KLHL11	831	1116	2268
ACLY	1791	2845	2040
TTC25	837	1968	3469
CNP	4002	2526	4508
DNAJC7	5886	2470	5830
NKIRAS2	3069	3456	5967
ZNF385C	9457	10872	8562
DHX58	235	478	691
KAT2A	3971	3214	3582
CTD-2132N18.3	8251	6844	24272
HSPB9	1893	1665	4267
RAB5C	2111	2055	2133
KCNH4	3356	1623	4035
HCRT	3749	6296	4108
GHDC	130	55	67
STAT5B	999	752	871
STAT5A	3115	5434	4062
STAT3	59	84	83
PTRF	2516	6869	8690
ATP6V0A1	2964	4222	1297
NAGLU	464	385	262
HSD17B1	1919	2625	2057
COASY	7349	2973	3136
MLX	179	328	160
PSMC3IP	1754	4392	2062
FAM134C	300	393	502
TUBG1	4137	2728	2081
TUBG2	2276	1689	2123
PLEKHH3	87	186	189
CCR10	3901	4039	4729
CNTNAP1	3024	3387	3974
EZH1	5203	2910	5996
RAMP2	4475	1896	5938
VPS25	2400	2917	1528
WNK4	11296	14351	13661
COA3	1562	3117	1328
CNTD1	6846	7207	7981
BECN1	1769	2258	831
PSME3	2576	2720	2291
AOC2	3402	997	1051
AOC3	5085	2724	4199
G6PC	98	198	45
PTGES3L-AARSD1	1052	1172	1290
AARSD1	2326	2555	3874
PTGES3L	779	1153	1764
RUNDC1	7848	7905	13746
AC055866.1	815	709	699
RPL27	64	91	98
IFI35	721	692	472
VAT1	119	424	197
RND2	2045	2180	1493
BRCA1	1633	2216	1851
NBR1	994	1761	3967
TMEM106A	20237	13411	9270
LINC00854	672	237	472
ARL4D	548	567	537
DHX8	1952	1174	2160
ETV4	38	42	48
MEOX1	2378	1856	2008
SOST	2147	963	1865
DUSP3	910	559	444
C17orf105	4276	3026	2789
MPP3	1550	822	755
CD300LG	440	336	202
MPP2	587	255	554
PPY	1915	4868	4134
PYY	595	423	476
NAGS	384	834	1108
TMEM101	932	1414	2956
LSM12	5125	3372	2441
G6PC3	945	1044	1130
HDAC5	227	341	312
C17orf53	1741	1975	2391
ASB16	1799	598	761
TMUB2	2007	1984	1461
ATXN7L3	1745	1016	2300
UBTF	545	499	519
SLC4A1	769	434	615
RUNDC3A	249	432	637
SLC25A39	1641	2207	3662
GRN	638	718	812
FAM171A2	9447	5704	10240
ITGA2B	3014	3563	937
GPATCH8	15	21	40
FZD2	120	157	88
MEIOC	2205	1652	1243
CCDC43	2394	3619	1888
DBF4B	347	262	355
ADAM11	105	305	171
GJC1	10349	8088	24465
HIGD1B	1915	1245	2065
EFTUD2	338	173	476
CCDC103	2330	1598	2047
FAM187A	1622	883	1129
GFAP	4145	5690	6083
KIF18B	70	26	59
C1QL1	4033	2810	2846
DCAKD	1490	2166	1043
NMT1	1351	930	1773
PLCD3	597	1642	1420
ACBD4	7380	3678	3319
HEXIM1	11511	2414	1214
HEXIM2	9941	18452	11526
FMNL1	531	753	505
SPATA32	3329	2435	1701
MAP3K14	46	33	120
ARHGAP27	4279	5885	4800
PLEKHM1	1167	1461	1726
CRHR1	1176	1026	806
SPPL2C	6350	7412	6963
MAPT	915	418	396
STH	7580	11846	9875
KANSL1	1102	1406	1748
ARL17B	699	650	1028
LRRC37A	693	448	1150
LRRC37A2	1651	1762	2535
ARL17A	1516	3912	5193
AC138645.2	2573	3235	5339
AC138645.1	5240	1839	2658
NSF	2714	4267	2089
WNT3	642	1404	1444
WNT9B	5523	1000	5203
GOSR2	3202	2624	1403
RP11-156P1.2	1801	1964	6832
RPRML	175	267	206
CDC27	1967	3363	1165
MYL4	1349	482	1522
ITGB3	2131	1181	1664
RP11-290H9.2	655	998	635
EFCAB13	3141	8787	19249
NPEPPS	1343	2146	3456
KPNB1	2029	2996	1791
TBKBP1	6812	15275	8220
TBX21	5600	6714	4438
OSBPL7	3853	4552	7868
MRPL10	666	733	994
LRRC46	5314	8693	4444
SCRN2	881	810	1992
SP6	2280	1552	2380
SP2	12308	5626	7364
PNPO	91	59	100
PRR15L	4505	7687	5845
CDK5RAP3	98	127	64
COPZ2	722	495	454
NFE2L1	2230	867	2848
CBX1	3157	5545	3611
SNX11	7542	3484	7427
SKAP1	2	6	6
HOXB1	1719	2301	1048
HOXB2	6744	4732	1447
HOXB3	1635	2421	1281
HOXB4	3851	3430	7514
HOXB5	2319	844	1482
HOXB6	2112	1094	1609
HOXB7	2164	3320	4908
HOXB8	1468	1355	2209
HOXB9	2797	2366	3663
PRAC1	1073	463	1248
PRAC2	5717	5477	3215
HOXB13	3815	2820	2092
TTLL6	3185	5194	6705
CALCOCO2	443	267	618
ATP5G1	773	749	578
UBE2Z	9834	10422	7274
SNF8	923	420	1052
GIP	1203	908	722
IGF2BP1	3172	3070	4490
B4GALNT2	359	584	789
GNGT2	3	0	0
ABI3	788	456	439
PHOSPHO1	33	76	57
ZNF652	3735	2317	2225
PHB	1073	687	1375
AC091180.1	8987	4592	5319
NGFR	744	560	296
NXPH3	8168	3348	9917
SPOP	1532	809	323
SLC35B1	118	331	186
FAM117A	704	482	1046
KAT7	876	611	284
TAC4	2826	5884	3711
DLX4	207	190	117
DLX3	393	432	433
ITGA3	625	213	110
PDK2	1611	2924	3272
SAMD14	3203	2928	2004
PPP1R9B	317	441	309
SGCA	239	331	404
COL1A1	7924	5419	5287
TMEM92	245	429	717
XYLT2	216	433	624
MRPL27	252	413	393
EME1	394	288	397
LRRC59	1819	2023	1845
ACSF2	119	162	218
CHAD	2799	3979	4888
RSAD1	759	1033	1433
MYCBPAP	2437	3466	4325
EPN3	17	29	23
SPATA20	3853	2825	2892
CACNA1G	2664	710	1143
ABCC3	7117	7733	5340
ANKRD40	3635	3318	3603
LUC7L3	1602	3912	3924
WFIKKN2	2299	1847	2441
TOB1	3954	4311	5884
SPAG9	186	197	242
NME1	6195	6585	5369
NME1-NME2	1310	1160	1836
NME2	4761	1663	3699
MBTD1	2282	3796	1979
UTP18	444	425	295
CA10	2465	2180	3647
KIF2B	700	1238	1306
TOM1L1	2830	2306	4824
COX11	3878	1332	1686
STXBP4	528	863	517
HLF	1659	2178	1769
MMD	5030	2779	3208
RP11-515E23.1	976	997	921
TMEM100	4806	11699	7408
PCTP	78	75	199
ANKFN1	5	12	7
NOG	369	603	226
C17orf67	11436	4281	9648
DGKE	4146	3995	1649
TRIM25	14849	7805	7054
COIL	450	178	606
SCPEP1	2179	1442	1930
AKAP1	6588	5479	4602
MSI2	2675	1624	2049
CCDC182	612	382	1481
MRPS23	706	2074	1802
CUEDC1	473	478	500
VEZF1	1705	2484	1443
RP11-159D12.5	247	681	580
SRSF1	1161	1075	731
DYNLL2	1335	1448	2123
OR4D1	203	304	423
OR4D2	4621	3354	5139
EPX	7282	12681	7042
MKS1	552	759	448
LPO	1873	1048	1797
MPO	1244	1624	726
TSPOAP1	2050	1049	1618
SUPT4H1	3394	1677	1445
RNF43	8162	8232	15408
HSF5	2016	2847	2107
MTMR4	1338	1172	685
SEPT4	1435	2254	2917
C17orf47	66	187	109
TEX14	2901	4544	3942
RAD51C	3211	1293	3569
PPM1E	16	18	25
TRIM37	405	1106	495
SKA2	2936	2719	4165
PRR11	4104	6541	1973
CTD-2510F5.6	4829	5610	6346
SMG8	3739	2142	1418
GDPD1	112	93	86
YPEL2	281	429	354
DHX40	1494	3252	3777
CLTC	575	433	364
PTRH2	9391	7972	10436
VMP1	419	2360	1469
TUBD1	10490	5094	5032
RPS6KB1	5	3	1
RP11-178C3.1	3288	1501	1908
RNFT1	776	184	581
HEATR6	1271	872	871
CA4	3860	4562	7340
USP32	4172	2511	1853
C17orf64	129	246	371
APPBP2	6807	3150	4365
PPM1D	1606	2545	3573
AC110602.1	5528	4006	4483
BCAS3	5726	7421	5523
TBX2	5709	6868	10203
TBX4	619	2832	3299
NACA2	3456	1310	4999
BRIP1	23847	4880	4926
INTS2	1401	1268	2451
MED13	6679	3891	5444
RP11-51L5.7	3638	3413	2744
EFCAB3	2274	1359	1450
METTL2A	4563	3992	5654
TLK2	12027	5966	4870
MRC2	2204	588	973
MARCH10	972	1124	2174
TANC2	5022	4917	3747
CYB561	1215	1250	729
ACE	1843	2259	3742
CTD-2501B8.1	372	724	147
KCNH6	1784	2522	2614
DCAF7	673	1252	1234
TACO1	5939	3811	7333
MAP3K3	932	821	436
LIMD2	15971	11596	8259
STRADA	7439	3123	4350
RP11-51F16.8	750	4279	2679
CCDC47	706	1817	903
DDX42	1134	1841	1888
FTSJ3	1353	742	1018
PSMC5	2239	1937	2567
SMARCD2	687	1187	1928
CSH2	1037	1153	1087
GH2	3796	4344	1843
CSH1	7899	9727	5368
CSHL1	4113	1915	2738
GH1	643	1295	714
CD79B	2236	6564	2894
SCN4A	3901	5491	16823
PRR29	14055	5543	4612
ICAM2	4425	6223	2368
ERN1	8959	5242	5329
TEX2	772	866	1350
PECAM1	111	125	98
MILR1	4777	3128	7946
POLG2	4466	1325	2000
DDX5	236	248	264
CEP95	1162	1835	2627
SMURF2	9932	5082	4364
LRRC37A3	900	984	1310
GNA13	1555	1729	2843
RGS9	1837	1951	2636
AXIN2	4812	5330	2476
CTD-2535L24.2	673	276	218
CEP112	1329	2960	4336
APOH	1424	5429	2650
PRKCA	260	288	166
CACNG5	4194	9096	6159
CACNG4	467	483	314
CACNG1	2201	2323	1857
HELZ	8553	8527	10083
PSMD12	2524	5129	3173
PITPNC1	2513	4626	881
NOL11	86	51	54
BPTF	676	403	539
C17orf58	405	824	366
KPNA2	3211	7569	8906
AMZ2	3600	4952	3498
ARSG	1314	952	770
SLC16A6	2261	3459	3930
WIPI1	1390	1021	767
PRKAR1A	16	9	4
FAM20A	151	242	101
ABCA8	5767	4357	5315
ABCA9	5047	3128	3528
ABCA6	140	200	298
ABCA10	7109	2099	3908
ABCA5	2304	604	974
MAP2K6	1020	1415	815
KCNJ16	4377	1827	6128
KCNJ2	323	466	516
SOX9	13928	5295	4880
SLC39A11	246	1104	967
SSTR2	1337	454	1410
COG1	3245	2084	3470
FAM104A	1470	1089	930
C17orf80	1654	916	2597
CPSF4L	3717	2057	2972
CDC42EP4	1053	2325	1419
SDK2	520	791	702
RPL38	667	681	1064
TTYH2	2461	4542	1257
DNAI2	271	236	213
KIF19	9266	11514	12739
BTBD17	1330	892	883
GPR142	491	1435	1101
GPRC5C	2123	3414	1997
CD300A	7567	6937	3650
CD300LB	3651	4256	2500
CD300C	3374	2025	6033
CD300LD	13515	3805	4339
CD300E	3770	3466	5215
RAB37	263	300	318
CD300LF	168	166	283
SLC9A3R1	199	114	243
NAT9	20	131	52
TMEM104	282	304	132
GRIN2C	1233	1223	1028
FDXR	1860	1125	1321
FADS6	4745	4907	3621
USH1G	980	2427	3930
OTOP2	4354	8835	4182
AC087651.1	206	208	255
OTOP3	3462	3121	8377
HID1	3266	2986	2933
CDR2L	8280	8121	11566
MRPL58	16	20	21
KCTD2	4547	3645	6084
AC087651.2	2963	4348	4106
ATP5H	434	458	323
SLC16A5	89	211	215
ARMC7	1642	2113	2216
NT5C	346	754	377
HN1	9053	10513	15690
SUMO2	459	1031	721
NUP85	4933	7790	4322
GGA3	2545	2789	2243
MRPS7	15	14	32
MIF4GD	1446	1111	1878
SLC25A19	6492	6385	5773
GRB2	2523	2131	1348
TMEM94	3120	6406	3738
CASKIN2	10339	27763	22657
TSEN54	2533	2890	6379
LLGL2	1355	473	1181
MYO15B	2567	2705	3076
RECQL5	1600	3807	1251
SMIM5	884	2287	1998
SMIM6	3722	2623	4338
SAP30BP	5439	3934	10530
ITGB4	3557	4799	2413
GALK1	7869	6294	4785
H3F3B	961	969	1235
UNK	17639	22029	12220
UNC13D	1515	1985	1811
WBP2	12240	9726	8025
TRIM47	402	192	270
TRIM65	526	1029	864
MRPL38	10301	4446	5875
RP11-552F3.12	799	879	647
FBF1	922	1073	850
ACOX1	501	481	277
TEN1	1763	987	2385
TEN1-CDK3	7113	9895	9750
CDK3	3412	4878	5294
EVPL	3084	4452	1815
SRP68	926	1614	635
ZACN	2220	14094	14463
GALR2	3727	2151	3006
EXOC7	1602	1769	1093
FOXJ1	909	1340	1027
RNF157	2875	3028	3210
UBALD2	2782	2609	1318
QRICH2	171	149	64
PRPSAP1	1031	2344	2099
SPHK1	0	1	2
UBE2O	119	570	382
AANAT	387	387	566
RHBDF2	2425	2421	4231
CYGB	822	862	163
PRCD	8260	8366	6645
ST6GALNAC2	2234	1927	2643
ST6GALNAC1	4684	2919	4574
MXRA7	143	168	141
JMJD6	240	128	267
METTL23	500	224	348
RP11-318A15.7	1525	447	890
SRSF2	4321	2894	1725
MFSD11	1645	508	1763
MGAT5B	1762	1724	2311
SEC14L1	1315	2607	1193
SEPT9	45	60	110
AC104981.1	377	433	459
TNRC6C	3914	3727	5144
TMC6	346	212	657
TMC8	2554	4322	6035
C17orf99	1057	1458	2533
SYNGR2	1550	1185	985
TK1	5742	4273	2948
AFMID	3835	4709	3995
BIRC5	4359	4196	5589
TMEM235	407	370	389
SOCS3	6473	6460	8091
PGS1	224	147	453
DNAH17	3843	2476	4876
CYTH1	4968	7394	8743
USP36	1394	1037	749
TIMP2	6107	2272	2737
CEP295NL	4477	4958	4928
LGALS3BP	88	153	153
CANT1	6478	2689	4888
C1QTNF1	392	230	123
ENGASE	237	338	536
RBFOX3	2905	2236	2110
ENPP7	8888	14077	5697
CBX2	5663	11723	7746
CBX8	1809	795	1723
CBX4	2505	971	1170
TBC1D16	876	958	1859
CCDC40	2703	1125	3962
GAA	4822	3311	6594
EIF4A3	1106	1217	1037
CARD14	3395	2725	1500
SGSH	1409	768	1233
SLC26A11	67	38	44
RNF213	599	721	1945
ENDOV	867	1124	921
NPTX1	5388	4407	4433
RPTOR	967	961	741
CHMP6	3249	2270	2350
BAIAP2	223	219	385
AATK	4546	6372	5264
AATK-AS1	4361	4769	8814
CEP131	8773	14749	6440
TEPSIN	1573	692	770
C17orf89	1107	541	1517
SLC38A10	1825	2793	2364
TMEM105	753	391	815
BAHCC1	2757	1860	4710
ACTG1	737	1562	727
FSCN2	1999	6560	2344
FAAP100	2815	1883	884
NPLOC4	2577	1743	588
TSPAN10	3	6	2
