#gene	sample1	sample2	sample3	sample4	sample5	sample6
KRTAP9-4	1338	1367	2395	4084	3272	3926
KRTAP9-9	843	2008	1256	1546	1453	907
KRTAP9-6	4174	2540	3313	1599	1833	2170
KRTAP9-7	3189	4423	3890	3857	6727	3403
KRTAP29-1	3224	2232	1789	1835	2543	2541
KRTAP16-1	11766	6856	5713	5281	7966	7537
KRTAP17-1	9099	11106	16758	4897	8706	11875
KRT33A	3047	3655	2292	4357	3712	3541
KRT33B	5	6	3	2	6	3
KRT34	1808	3890	3181	2544	7407	3561
KRT31	2517	8649	4997	7428	6348	7680
KRT37	1503	1585	2741	4604	3896	5390
KRT38	9896	7498	8994	3402	13016	6474
KRT32	7744	2609	5356	4710	9059	8418
KRT35	76	260	611	256	293	349
KRT36	3216	2551	2371	4579	4942	1614
KRT13	751	1688	765	515	875	1860
KRT15	1333	3062	1758	3784	2095	2107
KRT19	9343	9467	8016	11297	3575	8680
KRT9	501	1033	2634	1786	2509	1101
KRT14	952	1826	1339	2469	3479	2063
KRT16	414	348	406	500	953	311
KRT17	2392	2227	2692	1961	569	1823
EIF1	3003	1289	2920	3809	2825	6755
GAST	586	480	613	703	891	1822
HAP1	126	177	192	392	512	465
JUP	131	53	33	113	124	128
P3H4	2043	2436	2116	4691	817	3783
FKBP10	1113	1456	1280	1195	1512	1188
NT5C3B	1504	1568	1564	2125	2499	2295
KLHL10	803	1204	549	382	876	1165
KLHL11	425	1508	1462	1727	1867	1055
ACLY	2121	1478	2493	2866	3025	1030
TTC25	872	1303	1673	526	800	954
CNP	2379	2360	3098	1434	2157	6806
DNAJC7	6146	4188	7163	4194	3747	9148
NKIRAS2	4050	2493	1624	2153	2417	5539
ZNF385C	8276	3001	11719	7813	8046	9669
DHX58	239	338	226	244	403	603
KAT2A	2058	1416	1739	2064	4688	2989
CTD-2132N18.3	6652	13504	5857	17548	7135	13669
HSPB9	2537	3531	1638	3275	2577	1890
RAB5C	1956	1265	1367	970	3250	2234
KCNH4	3149	2421	1079	1865	3054	3528
HCRT	8889	4692	4431	4082	6557	4296
GHDC	169	60	62	99	140	138
STAT5B	558	509	868	612	1558	926
STAT5A	1989	3097	4635	5963	5326	3997
STAT3	62	48	36	52	72	46
PTRF	3924	3808	1447	7179	6905	5084
ATP6V0A1	1654	1496	1781	1533	2157	1744
NAGLU	218	379	324	178	595	213
HSD17B1	771	903	3104	2634	2607	2053
COASY	3279	3942	2990	6448	5232	5737
MLX	246	106	210	228	213	204
PSMC3IP	2031	3899	2474	3224	4144	1729
FAM134C	187	164	157	398	530	626
TUBG1	2135	2841	788	1563	2445	2832
TUBG2	3168	2310	3393	2933	1808	3022
PLEKHH3	137	119	286	202	303	194
CCR10	8088	3025	896	5099	1858	3301
CNTNAP1	2691	3451	4505	7621	4043	5812
EZH1	5155	6114	4391	5892	6107	3929
RAMP2	2814	2452	4453	3564	6084	4775
VPS25	1375	2264	2482	1507	745	2277
WNK4	8515	6584	6603	5617	5985	6343
COA3	3015	2358	2851	4625	1635	2695
CNTD1	7698	10753	9854	7140	20932	7652
BECN1	327	932	1763	892	2922	2193
PSME3	1141	1118	1543	2563	963	1730
AOC2	848	1166	2132	1471	3491	1665
AOC3	1935	2989	2996	3581	2557	1632
G6PC	103	88	215	64	134	91
PTGES3L-AARSD1	997	972	414	1142	935	1058
AARSD1	7335	3647	4277	3173	2379	4514
PTGES3L	571	745	1572	2550	957	1358
RUNDC1	6596	14102	3689	12214	4901	4387
AC055866.1	395	322	523	619	801	690
RPL27	51	84	126	90	86	98
IFI35	345	353	303	365	148	614
VAT1	171	385	195	203	214	191
RND2	5351	3942	2226	3007	2108	3689
BRCA1	694	1129	1947	2384	2178	3862
NBR1	1593	1918	4294	1443	2062	2982
TMEM106A	8898	7468	6371	8070	15545	15200
LINC00854	161	245	339	157	162	159
ARL4D	822	737	334	295	1647	729
DHX8	1584	1300	1332	2317	912	1770
ETV4	31	45	18	63	31	66
MEOX1	1428	1991	1868	2734	1298	1596
SOST	1389	602	1454	946	2018	720
DUSP3	626	423	314	390	473	180
C17orf105	1885	1087	2665	1974	2116	3193
MPP3	1327	556	1099	1595	1058	973
CD300LG	388	497	440	315	492	258
MPP2	521	299	572	811	449	445
PPY	2783	4763	3503	8002	1684	6422
PYY	604	275	329	663	671	599
NAGS	564	525	699	917	704	876
TMEM101	683	805	1307	1082	2447	2144
LSM12	3429	4472	3307	7399	2854	5127
G6PC3	1072	835	639	636	1991	1875
HDAC5	191	346	138	509	339	292
C17orf53	1532	3214	2999	2843	2931	1711
ASB16	995	975	642	478	1044	1057
TMUB2	507	1402	1930	2106	2102	3934
ATXN7L3	2177	4130	1706	3905	6008	1501
UBTF	229	247	489	429	637	414
SLC4A1	214	324	799	307	196	337
RUNDC3A	141	123	592	250	187	394
SLC25A39	900	1779	1879	1510	2612	827
GRN	643	400	835	484	529	1051
FAM171A2	6175	7465	9283	7533	8735	11010
ITGA2B	1310	2022	2536	2709	1988	2858
GPATCH8	18	18	11	12	22	12
FZD2	131	210	131	229	171	95
MEIOC	574	966	271	988	868	1463
CCDC43	1957	1492	1029	1463	1057	1281
DBF4B	279	203	211	335	203	150
ADAM11	154	185	172	177	263	501
GJC1	9404	7467	13988	16399	18619	16428
HIGD1B	993	3164	2132	3154	3258	5491
EFTUD2	287	282	220	614	372	320
CCDC103	1473	1234	2577	1878	2756	2116
FAM187A	632	812	1489	1350	1576	1462
GFAP	1001	3775	3143	3139	1766	2448
KIF18B	35	27	68	95	26	56
C1QL1	2525	4520	2288	2422	2698	4785
DCAKD	496	1129	1447	1090	1240	649
NMT1	1180	621	617	1826	580	649
PLCD3	771	474	912	763	1033	791
ACBD4	2659	3235	1445	4119	4131	1776
HEXIM1	3063	4357	4118	2752	2106	3540
HEXIM2	12682	8757	5552	17330	13273	17255
FMNL1	340	432	327	711	359	278
SPATA32	2992	4653	1845	4238	4995	2956
MAP3K14	85	63	56	55	59	102
ARHGAP27	3635	2991	2495	9007	7828	4937
PLEKHM1	1789	1457	1110	2113	3035	2476
CRHR1	659	622	818	611	1433	893
SPPL2C	9949	9017	5911	8194	11303	3773
MAPT	328	499	398	442	528	871
STH	16298	3105	22173	10888	14978	11399
KANSL1	1608	2492	2167	1842	2445	1529
ARL17B	871	706	434	1662	915	1295
LRRC37A	425	364	713	660	684	410
LRRC37A2	1662	2005	969	1423	1951	2040
ARL17A	3551	5087	3648	8728	2787	4892
AC138645.2	3309	2479	4879	4636	3825	3258
AC138645.1	5114	6288	1689	6732	7644	3284
NSF	1566	1266	2395	2272	3879	1858
WNT3	500	830	1591	1434	424	606
WNT9B	4063	5185	4891	6722	4911	4856
GOSR2	1792	1283	1059	1264	3707	1189
RP11-156P1.2	3719	2049	5211	5768	4576	5304
RPRML	155	78	140	435	277	259
CDC27	5147	2509	1600	5613	4379	2222
MYL4	535	1140	499	1209	529	495
ITGB3	1306	2270	629	2113	1671	1256
RP11-290H9.2	590	396	706	757	988	731
EFCAB13	6458	8245	3983	9383	23059	3667
NPEPPS	1023	1990	1163	1744	2777	2077
KPNB1	611	1376	2214	2753	3383	1166
TBKBP1	2706	5113	3658	10405	8661	5929
TBX21	2859	5654	4747	5925	4966	1670
OSBPL7	5740	3166	2385	3172	4015	1472
MRPL10	732	1059	379	980	796	552
LRRC46	2840	4459	2799	9938	5007	6493
SCRN2	2507	2514	1853	1462	1387	923
SP6	1361	1301	1832	1371	861	1628
SP2	4229	4733	7518	8491	11796	3554
PNPO	76	94	266	214	94	114
PRR15L	3369	3164	3225	4648	6865	2977
CDK5RAP3	84	34	58	180	153	90
COPZ2	138	763	962	709	1041	1002
NFE2L1	2260	1486	3302	2783	1778	2214
CBX1	2902	1777	2405	4058	1739	2224
SNX11	3796	5450	4726	10494	2970	3255
SKAP1	8	1	9	1	2	7
HOXB1	4209	2867	2047	2065	2551	1608
HOXB2	1197	2487	1997	1714	1839	4799
HOXB3	1836	786	1283	2944	1879	751
HOXB4	1213	2421	3706	1587	3743	2891
HOXB5	1099	1593	1040	2022	1704	1282
HOXB6	1288	2084	1252	1935	1746	1193
HOXB7	2266	2484	2418	4298	2179	4191
HOXB8	1225	2233	568	1057	1668	924
HOXB9	3135	2702	4065	2517	4708	3250
PRAC1	599	306	357	578	816	436
PRAC2	4420	6051	4586	6566	6298	7919
HOXB13	924	3301	2336	2201	4658	2471
TTLL6	3128	2219	6561	4354	3813	5039
CALCOCO2	365	860	348	407	303	413
ATP5G1	516	825	447	1441	667	1036
UBE2Z	3820	5411	4457	12893	6978	8896
SNF8	939	835	672	963	565	1386
GIP	1363	608	783	694	1131	732
IGF2BP1	1633	1677	2710	5036	2843	4344
B4GALNT2	1056	649	215	903	409	409
GNGT2	0	3	2	4	3	3
ABI3	1113	556	996	1158	609	621
PHOSPHO1	91	63	20	41	25	60
ZNF652	1473	2202	807	1692	1215	1549
PHB	618	716	682	1137	1661	742
AC091180.1	7096	1839	1742	8205	12060	7942
NGFR	337	403	209	1201	655	360
NXPH3	6691	3590	7859	8667	5728	6347
SPOP	328	756	295	595	944	1174
SLC35B1	104	113	140	157	122	318
FAM117A	784	677	322	836	870	667
KAT7	523	537	372	682	562	235
TAC4	2391	6037	2850	3697	5351	6668
DLX4	148	307	118	190	195	271
DLX3	252	141	104	219	146	169
ITGA3	457	270	366	226	573	708
PDK2	1464	1481	1422	2594	2379	2456
SAMD14	2428	2654	4368	5594	5835	4763
PPP1R9B	227	159	261	181	313	483
SGCA	306	254	323	277	402	459
COL1A1	5488	6947	6757	5443	3433	6014
TMEM92	418	275	236	297	280	415
XYLT2	567	269	450	435	304	423
MRPL27	263	412	607	590	427	392
EME1	186	100	457	272	379	162
LRRC59	959	1601	1645	3651	1866	1938
ACSF2	213	155	77	82	219	134
CHAD	1197	1632	5017	3775	5130	3363
RSAD1	1284	948	971	955	1385	617
MYCBPAP	1071	1040	4904	2947	3916	2392
EPN3	29	26	25	28	28	30
SPATA20	1632	2030	2317	3327	2264	3788
CACNA1G	1081	845	704	1200	1473	998
ABCC3	5883	3091	4700	7080	6391	6571
ANKRD40	6377	3868	2761	3270	2860	3066
LUC7L3	3123	2773	5319	2989	6484	3128
WFIKKN2	1459	1983	1836	3054	2484	3904
TOB1	5273	2685	3748	4281	2839	4467
SPAG9	172	219	223	194	152	167
NME1	5993	5318	3626	3976	5397	3489
NME1-NME2	2829	1484	632	2307	2395	1359
NME2	4513	3746	4208	3311	7411	7551
MBTD1	2216	1512	2407	1733	2294	1895
UTP18	226	116	506	617	339	648
CA10	1767	1570	2311	2601	3204	2795
KIF2B	1461	1872	1039	912	645	683
TOM1L1	1859	1331	2391	2948	7175	2671
COX11	1351	2237	1603	3344	4770	2328
STXBP4	651	626	1061	1012	824	881
HLF	884	995	810	1561	1009	1052
MMD	2067	1428	2197	1310	2192	2288
RP11-515E23.1	601	980	800	962	787	1076
TMEM100	1566	5348	3756	6992	6946	6029
PCTP	55	102	113	86	69	169
ANKFN1	8	6	3	9	14	5
NOG	262	464	551	327	339	330
C17orf67	5268	1830	3328	7238	5780	16368
DGKE	3940	1070	2442	3621	3121	3408
TRIM25	7304	5102	2112	7464	6754	4496
COIL	380	619	430	570	399	243
SCPEP1	2465	2520	1102	783	4780	2481
AKAP1	1816	5247	3547	2266	5070	3510
MSI2	1241	1720	966	789	1727	1266
CCDC182	773	435	442	488	726	704
MRPS23	1039	916	467	1456	1203	1193
CUEDC1	132	460	192	719	719	783
VEZF1	2669	1144	683	4112	2501	1641
RP11-159D12.5	419	722	714	1109	971	399
SRSF1	1236	1150	1023	572	833	707
DYNLL2	1248	1027	1817	1001	1631	3754
OR4D1	286	218	259	174	873	131
OR4D2	4612	1960	5692	5611	5464	3288
EPX	5102	5807	5278	2286	5075	6875
MKS1	720	877	1033	368	689	440
LPO	2448	713	1988	888	2196	2956
MPO	922	1382	1807	1208	603	700
TSPOAP1	1262	949	2968	1300	1730	1998
SUPT4H1	2278	3048	1442	1427	1661	2633
RNF43	12257	7475	11804	6982	15146	10109
HSF5	644	1844	1310	1100	1461	2281
MTMR4	379	719	1085	861	1258	258
SEPT4	1203	1650	1626	2423	1651	1999
C17orf47	86	46	95	75	166	107
TEX14	4389	3724	2552	6917	4040	13307
RAD51C	1610	799	1632	2344	1016	1803
PPM1E	20	9	5	17	36	34
TRIM37	366	288	235	446	714	323
SKA2	2487	2776	2004	2605	4433	2619
PRR11	2183	1559	6703	5624	3682	3684
CTD-2510F5.6	8280	8141	4022	4078	3566	4846
SMG8	1151	1930	1582	3457	1775	1801
GDPD1	64	59	26	89	122	73
YPEL2	166	213	294	313	181	274
DHX40	5142	2769	3746	4793	3021	2027
CLTC	618	553	224	220	529	663
PTRH2	7004	2439	5796	9077	9689	12358
VMP1	727	679	1725	1811	558	1459
TUBD1	4117	3864	3972	3860	6674	5338
RPS6KB1	5	1	5	3	1	1
RP11-178C3.1	1014	2477	2720	1856	2805	3571
RNFT1	366	434	448	862	486	419
HEATR6	1284	619	1088	1103	1180	1439
CA4	3731	6486	3250	2763	3854	4960
USP32	2247	808	1799	1598	1201	2015
C17orf64	143	176	347	229	464	390
APPBP2	6842	5178	3612	5200	2185	5310
PPM1D	2459	1662	1539	2171	2932	3566
AC110602.1	3972	3344	3301	3951	2123	4593
BCAS3	5349	924	2338	6171	4851	3219
TBX2	8488	12376	2869	9674	4296	13578
TBX4	3029	2250	999	2144	1048	2440
NACA2	576	2749	2074	4507	6353	3998
BRIP1	7078	5993	7056	14221	8656	12476
INTS2	3588	1971	1838	1791	3733	3446
MED13	9250	5697	4636	6762	2229	8792
RP11-51L5.7	3207	1877	2179	5714	3848	5978
EFCAB3	1619	2431	2952	1309	1980	1607
METTL2A	904	5342	3490	2383	4155	4345
TLK2	6432	4477	4665	4456	4060	3966
MRC2	2402	1976	2039	1894	1458	665
MARCH10	757	1412	965	2169	1902	1143
TANC2	3375	7156	8610	6594	2952	11930
CYB561	1108	669	691	595	740	653
ACE	3850	1424	1775	3547	2467	1715
CTD-2501B8.1	203	293	192	199	693	321
KCNH6	2021	1063	1298	2017	1675	2424
DCAF7	523	1680	1180	1624	1464	2107
TACO1	4279	8535	5620	4736	4881	8710
MAP3K3	826	1001	711	621	1092	1755
LIMD2	4266	10825	6236	7876	4630	7884
STRADA	3351	1447	2730	1301	7116	4293
RP11-51F16.8	1353	2615	1270	1225	1267	1449
CCDC47	527	727	2565	2643	1689	1786
DDX42	838	898	312	872	971	568
FTSJ3	711	863	479	1001	475	329
PSMC5	832	1536	2021	2905	2961	3785
SMARCD2	705	693	698	915	792	1086
CSH2	740	1061	586	2190	470	823
GH2	1704	2787	2088	1783	2932	4994
CSH1	3391	6894	5172	3945	5372	3441
CSHL1	1480	3672	1852	1916	1790	3449
GH1	879	1050	763	1945	2187	311
CD79B	3977	2083	3388	1618	3000	3684
SCN4A	7456	4852	11657	3816	17468	9944
PRR29	3943	5024	9984	9434	5352	8744
ICAM2	3076	2781	7646	3345	2290	6902
ERN1	2992	3536	5349	2186	4615	4287
TEX2	1081	1238	1246	1421	1988	1124
PECAM1	38	106	55	175	90	201
MILR1	6746	5375	6239	3266	5068	1352
POLG2	2971	1561	2107	1948	2844	1795
DDX5	163	164	413	307	307	187
CEP95	904	997	1341	1307	1070	1222
SMURF2	3702	2832	3966	7028	5884	4994
LRRC37A3	1008	1350	1190	1599	1108	1836
GNA13	1528	1494	3867	1772	2884	2389
RGS9	2345	1616	3029	1948	1432	3593
AXIN2	3474	5477	1334	3863	4803	6263
CTD-2535L24.2	289	521	400	208	139	326
CEP112	1690	2320	2425	2319	2566	964
APOH	1757	2630	2041	1715	5258	1849
PRKCA	223	97	196	186	218	333
CACNG5	4496	2130	1767	2667	3190	2450
CACNG4	258	401	742	564	629	708
CACNG1	526	1272	3210	2799	2037	1870
HELZ	5973	2735	5457	6119	6681	3781
PSMD12	2074	3801	993	3673	2047	5558
PITPNC1	873	1736	1415	2383	3657	4641
NOL11	42	130	74	85	72	27
BPTF	402	158	418	279	439	650
C17orf58	142	250	322	223	350	852
KPNA2	10489	6727	9044	6439	9302	3316
AMZ2	3312	1075	6427	4727	6975	4755
ARSG	483	709	454	239	1380	1351
SLC16A6	2029	2273	3641	3203	1159	1149
WIPI1	596	1309	1325	953	677	689
PRKAR1A	29	18	37	22	25	79
FAM20A	184	74	123	253	195	212
ABCA8	5098	2504	5680	6543	7884	2810
ABCA9	2419	2329	4175	7759	8109	4075
ABCA6	154	131	172	181	321	282
ABCA10	4736	3348	1436	2750	4047	4880
ABCA5	876	1342	616	1502	588	690
MAP2K6	821	866	1647	2189	1020	367
KCNJ16	1734	2657	4156	1347	6324	2682
KCNJ2	262	102	482	264	242	404
SOX9	11114	4223	9262	5337	6582	5937
SLC39A11	299	372	726	875	829	647
SSTR2	2030	1211	1802	1219	1427	1342
COG1	4415	2434	4156	8094	5097	4814
FAM104A	1276	1389	725	1345	1834	4394
C17orf80	2221	801	1468	1504	2248	2614
CPSF4L	1111	2014	2449	2483	2635	4676
CDC42EP4	1385	1823	1562	1033	2539	1198
SDK2	383	330	355	353	572	401
RPL38	705	588	778	817	606	1324
TTYH2	1065	2764	908	5445	4644	4220
DNAI2	85	152	265	160	203	206
KIF19	4488	8182	6435	4614	13221	13355
BTBD17	1079	1141	845	1347	2102	1276
GPR142	615	649	1070	699	605	1839
GPRC5C	2644	1078	2683	1730	1117	2593
CD300A	4184	5005	4556	4311	7942	8953
CD300LB	1166	2403	2742	3594	3834	2655
CD300C	1943	1181	3412	2816	2941	2931
CD300LD	3123	4309	4777	4494	6567	4170
CD300E	2669	7445	4561	3119	4132	3039
RAB37	161	316	231	307	355	578
CD300LF	136	220	139	115	311	265
SLC9A3R1	92	124	87	158	118	66
NAT9	91	124	30	111	92	122
TMEM104	926	277	335	769	373	193
GRIN2C	1442	947	1928	2463	1143	2597
FDXR	3356	983	3453	3991	4095	962
FADS6	3326	4355	3655	6028	10140	3935
USH1G	1046	1852	3257	2784	3225	1207
OTOP2	3338	2511	7214	9081	8215	4629
AC087651.1	185	122	136	97	179	133
OTOP3	4264	5098	1913	2741	6773	5947
HID1	1110	2255	2730	2498	3551	3532
CDR2L	11649	9376	5840	7224	13039	9621
MRPL58	9	14	33	11	34	25
KCTD2	5211	4043	2119	3329	4006	7986
AC087651.2	3303	1853	3386	6767	2588	3866
ATP5H	176	261	268	541	284	656
SLC16A5	253	295	175	141	92	195
ARMC7	1166	1003	2459	2485	1017	1940
NT5C	1360	336	732	542	700	568
HN1	6409	6181	4869	6436	9373	5746
SUMO2	615	238	841	435	643	331
NUP85	4731	2822	2090	8342	8024	4446
GGA3	3876	4696	3884	5837	6328	4458
MRPS7	13	13	14	43	14	17
MIF4GD	556	577	1042	1126	1726	696
SLC25A19	2070	3843	6436	3230	5184	4928
GRB2	1805	1078	3192	2304	1205	1193
TMEM94	3140	2697	7186	3533	3491	4214
CASKIN2	8134	14188	5974	23654	20802	12130
TSEN54	2650	1894	3397	2087	1683	3067
LLGL2	995	651	1236	853	1823	1007
MYO15B	3382	4750	3248	3362	3463	2300
RECQL5	1049	565	2008	2386	2370	1291
SMIM5	1071	1752	1457	1137	1511	1278
SMIM6	2722	4931	2667	2145	2904	2449
SAP30BP	9651	7561	5586	7906	5928	4134
ITGB4	3083	1767	1149	3313	3952	1522
GALK1	4148	9488	5002	13984	10792	11062
H3F3B	863	743	657	892	554	509
UNK	9301	21850	15635	8982	16149	17533
UNC13D	1506	1466	1503	620	1231	1541
WBP2	5571	6412	3997	7422	3992	4157
TRIM47	459	145	124	433	318	347
TRIM65	448	308	370	470	878	1392
MRPL38	4043	3681	2397	8345	3734	7165
RP11-552F3.12	554	778	990	607	839	1087
FBF1	551	1144	667	901	1049	614
ACOX1	414	399	188	168	469	650
TEN1	925	1309	858	2188	2166	1124
TEN1-CDK3	4466	4054	11221	2266	5894	7541
CDK3	2822	2029	1820	3699	5057	3274
EVPL	1143	934	1552	2659	1853	3038
SRP68	578	669	614	883	1256	747
ZACN	7263	11535	4012	29987	14070	11108
GALR2	1435	1647	1769	1990	2215	4569
EXOC7	451	367	219	2717	1606	1306
FOXJ1	946	543	1056	1353	1189	920
RNF157	3349	1009	1377	3993	3509	2934
UBALD2	1186	2719	1448	1882	3436	2076
QRICH2	133	110	47	152	144	289
PRPSAP1	1333	1843	1705	1491	2302	1114
SPHK1	2	4	3	2	2	4
UBE2O	313	305	658	260	403	257
AANAT	313	309	151	521	482	958
RHBDF2	2178	3317	1642	2153	2821	3025
CYGB	684	561	532	239	322	589
PRCD	2795	2750	4043	9521	6661	7244
ST6GALNAC2	637	2034	2472	5487	2638	3467
ST6GALNAC1	5606	6034	8138	10647	4841	5343
MXRA7	123	113	98	186	310	131
JMJD6	171	183	241	51	263	473
METTL23	417	647	375	199	437	266
RP11-318A15.7	870	436	776	1918	721	695
SRSF2	1713	1798	2751	1074	3255	1696
MFSD11	1069	713	836	2264	1187	1696
MGAT5B	766	1231	1021	668	1089	2294
SEC14L1	1247	309	1040	1984	2281	2333
SEPT9	110	76	60	224	65	32
AC104981.1	199	227	662	1062	604	336
TNRC6C	7362	5814	5688	7549	3021	4326
TMC6	300	184	342	462	291	312
TMC8	5389	6865	6618	10797	7929	12861
C17orf99	1415	947	889	1008	833	927
SYNGR2	1799	2371	2272	2055	630	2783
TK1	6267	3201	3383	3607	4376	1931
AFMID	5683	4015	6154	4431	3366	5968
BIRC5	2305	4157	4064	2553	5430	4884
TMEM235	326	164	266	280	365	165
SOCS3	3777	6260	5251	2226	3290	4248
PGS1	232	258	189	447	237	389
DNAH17	5589	6556	2373	11169	4459	7601
CYTH1	4072	5947	2658	4921	5301	5857
USP36	792	1072	342	521	1518	943
TIMP2	5996	4172	3827	3304	4235	3277
CEP295NL	3415	3397	6243	4837	3274	5655
LGALS3BP	75	148	193	252	154	139
CANT1	1677	1978	2952	3149	4793	2840
C1QTNF1	110	183	133	185	133	106
ENGASE	445	465	244	781	394	572
RBFOX3	879	1563	2176	1068	1497	508
ENPP7	11446	10055	14062	25032	6132	5570
CBX2	12263	7528	9384	9122	19571	6408
CBX8	853	1054	684	900	1718	1830
CBX4	612	755	420	1041	2256	729
TBC1D16	539	450	406	915	618	1078
CCDC40	2978	3473	2419	3647	2649	2249
GAA	8646	2885	1698	2910	2777	4661
EIF4A3	2467	1811	439	1663	1310	2714
CARD14	1028	1105	750	1635	2525	3875
SGSH	622	712	640	371	1061	436
SLC26A11	40	25	12	79	33	39
RNF213	596	418	1404	1935	937	457
ENDOV	638	632	631	688	1000	983
NPTX1	4634	3803	3172	6196	4418	8688
RPTOR	484	690	554	768	862	669
CHMP6	3620	3672	2951	1832	1889	2909
BAIAP2	302	194	123	323	200	207
AATK	3438	2940	2061	3772	5425	6260
AATK-AS1	2670	2867	3622	4947	6033	4170
CEP131	3780	5539	2362	9945	14415	9212
TEPSIN	1269	1028	1417	1290	2067	2507
C17orf89	1341	801	1776	886	833	605
SLC38A10	1468	746	2265	1589	2093	3133
TMEM105	391	201	630	623	373	828
BAHCC1	3486	2371	5203	5420	1496	2210
ACTG1	1595	752	929	1423	795	1284
FSCN2	694	1683	1015	3486	3439	3166
FAAP100	2112	1350	1503	1735	1903	2711
NPLOC4	1772	653	945	1322	1287	1583
TSPAN10	4	2	5	8	2	2
PDE6G	494	688	546	946	320	320
OXLD1	863	1279	2171	1697	1692	2193
CCDC137	254	257	230	759	222	795
ARL16	6215	4745	8392	4399	6180	5925
HGS	3239	3943	1999	4534	2155	4665
MRPL12	3812	2138	3456	4899	4170	3446
RP13-1032I1.10	1296	4829	2265	2574	1689	3641
SLC25A10	2394	2589	2211	1979	1288	3204
GCGR	1964	1323	2276	3161	1956	3482
MCRIP1	22	14	12	13	12	14
PPP1R27	1019	713	718	1564	1236	2026
P4HB	215	335	278	384	598	425
ARHGDIA	467	826	559	1497	549	413
ALYREF	5419	6287	8509	5718	5532	6754
ANAPC11	11	42	21	42	33	22
NPB	187	392	433	265	477	526
PCYT2	1790	952	1058	2270	1378	1278
SIRT7	269	202	241	373	493	532
MAFG	7802	4660	4893	4088	4526	4207
PYCR1	8884	5613	2653	6587	5575	12511
MYADML2	530	205	194	277	233	659
NOTUM	4773	5514	4785	5318	8321	5969
ASPSCR1	1106	676	745	2042	1228	774
STRA13	620	1438	1887	1962	1990	1020
LRRC45	2164	1572	1421	4733	2300	2168
RAC3	585	902	1074	991	916	620
DCXR	511	399	349	616	243	320
RFNG	17	47	65	65	68	41
GPS1	5721	5937	5876	8225	9079	4864
DUS1L	659	352	164	423	1049	622
FASN	5421	6175	3678	4497	7478	3932
CCDC57	207	269	486	619	570	287
SLC16A3	2676	3490	2959	4627	4586	5080
CSNK1D	259	50	173	307	240	453
CD7	237	550	489	618	109	541
SECTM1	6662	7356	8575	13757	8358	11081
TEX19	1052	1933	464	2524	3217	1274
UTS2R	2325	3783	3062	4549	9306	6911
OGFOD3	1110	563	712	1050	679	568
HEXDC	1465	5842	3901	5383	4783	4362
C17orf62	593	760	945	770	923	706
NARF	1684	3125	3488	3851	4373	1126
FOXK2	294	138	59	142	282	207
WDR45B	1799	1910	1221	1972	3112	3813
RAB40B	581	601	1435	715	812	1661
FN3KRP	6361	2651	3320	3496	4375	2444
AC024361.1	1515	1891	992	1337	1551	1036
FN3K	118	189	98	271	115	264
TBCD	255	175	125	451	195	186
ZNF750	754	831	547	1151	843	907
B3GNTL1	406	194	224	221	215	202
METRNL	509	366	1042	772	425	593
USP14	3040	5534	5444	8057	12322	13198
THOC1	468	709	446	1019	854	404
COLEC12	218	512	321	433	335	261
CETN1	4187	1882	2176	1374	2234	3481
CLUL1	838	1641	1178	1172	2062	1765
TYMS	9605	10990	21184	15945	12618	10146
ENOSF1	694	924	545	726	736	645
YES1	2612	7027	4312	4353	7316	11561
ADCYAP1	178	257	261	517	272	247
METTL4	391	464	428	424	242	517
NDC80	1872	7005	3147	4598	3674	4676
SMCHD1	667	415	192	565	510	839
EMILIN2	2825	1088	4069	2544	2111	2239
LPIN2	5077	7867	19365	10742	11530	5804
MYOM1	1216	2985	2767	4164	3199	3998
MYL12A	279	125	204	160	195	469
MYL12B	435	365	428	1515	224	454
TGIF1	134	310	500	382	378	511
DLGAP1	520	211	480	391	770	416
AKAIN1	525	312	540	1085	645	518
ZBTB14	905	684	2539	2302	1441	1972
EPB41L3	2160	4762	4141	4845	6909	5380
TMEM200C	3180	1513	2375	2074	2811	1850
L3MBTL4	55	61	86	91	88	42
ARHGAP28	873	792	1328	754	2527	1180
LAMA1	3137	3666	4975	5119	3378	5732
LRRC30	427	683	763	1268	1021	1647
PTPRM	1707	1063	668	644	505	1788
RAB12	1294	1474	1389	1350	1316	1646
MTCL1	926	731	981	722	1207	740
NDUFV2	757	854	1153	911	880	358
ANKRD12	2245	1431	4670	2912	3727	3175
TWSG1	52	20	53	29	33	70
RALBP1	3893	7536	4503	7773	7127	8451
PPP4R1	2214	3254	3465	3364	5499	2145
RAB31	1950	2147	2223	1863	6629	3283
TXNDC2	1440	1126	1426	944	1054	1564
VAPA	3248	3069	984	2501	3255	843
APCDD1	3395	2438	4298	5486	4696	4156
NAPG	905	584	559	1492	978	1041
PIEZO2	3044	6062	4593	13548	18712	4787
SLC35G4	192	133	125	256	175	429
GNAL	2605	1960	2342	3240	3508	3760
CHMP1B	252	317	244	410	365	495
MPPE1	4195	2705	2010	4257	6866	4986
IMPA2	12694	14860	11021	13115	9968	9473
ANKRD62	2064	2516	1572	4693	5161	2426
CIDEA	2602	1886	4203	4522	4669	3940
TUBB6	140	435	362	306	420	349
AFG3L2	10029	9310	7363	5815	12519	10142
PRELID3A	229	659	328	296	256	797
SPIRE1	498	757	564	407	494	802
PSMG2	2199	894	901	2418	1870	2145
