#gene	sample4	sample5	sample6
SLC25A39	1510	2612	827
GRN	484	529	1051
FAM171A2	7533	8735	11010
ITGA2B	2709	1988	2858
GPATCH8	12	22	12
FZD2	229	171	95
MEIOC	988	868	1463
CCDC43	1463	1057	1281
DBF4B	335	203	150
ADAM11	177	263	501
GJC1	16399	18619	16428
HIGD1B	3154	3258	5491
EFTUD2	614	372	320
CCDC103	1878	2756	2116
FAM187A	1350	1576	1462
GFAP	3139	1766	2448
KIF18B	95	26	56
C1QL1	2422	2698	4785
DCAKD	1090	1240	649
NMT1	1826	580	649
PLCD3	763	1033	791
ACBD4	4119	4131	1776
HEXIM1	2752	2106	3540
HEXIM2	17330	13273	17255
FMNL1	711	359	278
SPATA32	4238	4995	2956
MAP3K14	55	59	102
ARHGAP27	9007	7828	4937
PLEKHM1	2113	3035	2476
CRHR1	611	1433	893
SPPL2C	8194	11303	3773
MAPT	442	528	871
STH	10888	14978	11399
KANSL1	1842	2445	1529
ARL17B	1662	915	1295
LRRC37A	660	684	410
LRRC37A2	1423	1951	2040
ARL17A	8728	2787	4892
AC138645.2	4636	3825	3258
AC138645.1	6732	7644	3284
NSF	2272	3879	1858
WNT3	1434	424	606
WNT9B	6722	4911	4856
GOSR2	1264	3707	1189
RP11-156P1.2	5768	4576	5304
RPRML	435	277	259
CDC27	5613	4379	2222
MYL4	1209	529	495
ITGB3	2113	1671	1256
RP11-290H9.2	757	988	731
EFCAB13	9383	23059	3667
NPEPPS	1744	2777	2077
KPNB1	2753	3383	1166
TBKBP1	10405	8661	5929
TBX21	5925	4966	1670
OSBPL7	3172	4015	1472
MRPL10	980	796	552
LRRC46	9938	5007	6493
SCRN2	1462	1387	923
SP6	1371	861	1628
SP2	8491	11796	3554
PNPO	214	94	114
PRR15L	4648	6865	2977
CDK5RAP3	180	153	90
COPZ2	709	1041	1002
NFE2L1	2783	1778	2214
CBX1	4058	1739	2224
SNX11	10494	2970	3255
SKAP1	1	2	7
HOXB1	2065	2551	1608
HOXB2	1714	1839	4799
HOXB3	2944	1879	751
HOXB4	1587	3743	2891
HOXB5	2022	1704	1282
HOXB6	1935	1746	1193
HOXB7	4298	2179	4191
HOXB8	1057	1668	924
HOXB9	2517	4708	3250
PRAC1	578	816	436
PRAC2	6566	6298	7919
HOXB13	2201	4658	2471
TTLL6	4354	3813	5039
CALCOCO2	407	303	413
ATP5G1	1441	667	1036
UBE2Z	12893	6978	8896
SNF8	963	565	1386
GIP	694	1131	732
IGF2BP1	5036	2843	4344
B4GALNT2	903	409	409
GNGT2	4	3	3
ABI3	1158	609	621
PHOSPHO1	41	25	60
ZNF652	1692	1215	1549
PHB	1137	1661	742
AC091180.1	8205	12060	7942
NGFR	1201	655	360
NXPH3	8667	5728	6347
SPOP	595	944	1174
SLC35B1	157	122	318
FAM117A	836	870	667
KAT7	682	562	235
TAC4	3697	5351	6668
DLX4	190	195	271
DLX3	219	146	169
ITGA3	226	573	708
PDK2	2594	2379	2456
SAMD14	5594	5835	4763
PPP1R9B	181	313	483
SGCA	277	402	459
COL1A1	5443	3433	6014
TMEM92	297	280	415
XYLT2	435	304	423
MRPL27	590	427	392
EME1	272	379	162
LRRC59	3651	1866	1938
ACSF2	82	219	134
CHAD	3775	5130	3363
RSAD1	955	1385	617
MYCBPAP	2947	3916	2392
EPN3	28	28	30
SPATA20	3327	2264	3788
CACNA1G	1200	1473	998
ABCC3	7080	6391	6571
ANKRD40	3270	2860	3066
LUC7L3	2989	6484	3128
WFIKKN2	3054	2484	3904
TOB1	4281	2839	4467
SPAG9	194	152	167
NME1	3976	5397	3489
NME1-NME2	2307	2395	1359
NME2	3311	7411	7551
MBTD1	1733	2294	1895
UTP18	617	339	648
CA10	2601	3204	2795
KIF2B	912	645	683
TOM1L1	2948	7175	2671
COX11	3344	4770	2328
STXBP4	1012	824	881
HLF	1561	1009	1052
MMD	1310	2192	2288
RP11-515E23.1	962	787	1076
TMEM100	6992	6946	6029
PCTP	86	69	169
ANKFN1	9	14	5
NOG	327	339	330
C17orf67	7238	5780	16368
DGKE	3621	3121	3408
TRIM25	7464	6754	4496
COIL	570	399	243
SCPEP1	783	4780	2481
AKAP1	2266	5070	3510
MSI2	789	1727	1266
CCDC182	488	726	704
MRPS23	1456	1203	1193
CUEDC1	719	719	783
VEZF1	4112	2501	1641
RP11-159D12.5	1109	971	399
SRSF1	572	833	707
DYNLL2	1001	1631	3754
OR4D1	174	873	131
OR4D2	5611	5464	3288
EPX	2286	5075	6875
MKS1	368	689	440
LPO	888	2196	2956
MPO	1208	603	700
TSPOAP1	1300	1730	1998
SUPT4H1	1427	1661	2633
RNF43	6982	15146	10109
HSF5	1100	1461	2281
MTMR4	861	1258	258
SEPT4	2423	1651	1999
C17orf47	75	166	107
TEX14	6917	4040	13307
RAD51C	2344	1016	1803
PPM1E	17	36	34
TRIM37	446	714	323
SKA2	2605	4433	2619
PRR11	5624	3682	3684
CTD-2510F5.6	4078	3566	4846
SMG8	3457	1775	1801
GDPD1	89	122	73
YPEL2	313	181	274
DHX40	4793	3021	2027
CLTC	220	529	663
PTRH2	9077	9689	12358
VMP1	1811	558	1459
TUBD1	3860	6674	5338
RPS6KB1	3	1	1
RP11-178C3.1	1856	2805	3571
RNFT1	862	486	419
HEATR6	1103	1180	1439
CA4	2763	3854	4960
USP32	1598	1201	2015
C17orf64	229	464	390
APPBP2	5200	2185	5310
PPM1D	2171	2932	3566
AC110602.1	3951	2123	4593
BCAS3	6171	4851	3219
TBX2	9674	4296	13578
TBX4	2144	1048	2440
NACA2	4507	6353	3998
BRIP1	14221	8656	12476
INTS2	1791	3733	3446
MED13	6762	2229	8792
RP11-51L5.7	5714	3848	5978
EFCAB3	1309	1980	1607
METTL2A	2383	4155	4345
TLK2	4456	4060	3966
MRC2	1894	1458	665
MARCH10	2169	1902	1143
TANC2	6594	2952	11930
CYB561	595	740	653
ACE	3547	2467	1715
CTD-2501B8.1	199	693	321
KCNH6	2017	1675	2424
DCAF7	1624	1464	2107
TACO1	4736	4881	8710
MAP3K3	621	1092	1755
LIMD2	7876	4630	7884
STRADA	1301	7116	4293
RP11-51F16.8	1225	1267	1449
CCDC47	2643	1689	1786
DDX42	872	971	568
FTSJ3	1001	475	329
PSMC5	2905	2961	3785
SMARCD2	915	792	1086
CSH2	2190	470	823
GH2	1783	2932	4994
CSH1	3945	5372	3441
CSHL1	1916	1790	3449
GH1	1945	2187	311
CD79B	1618	3000	3684
SCN4A	3816	17468	9944
PRR29	9434	5352	8744
ICAM2	3345	2290	6902
ERN1	2186	4615	4287
TEX2	1421	1988	1124
PECAM1	175	90	201
MILR1	3266	5068	1352
POLG2	1948	2844	1795
DDX5	307	307	187
CEP95	1307	1070	1222
SMURF2	7028	5884	4994
LRRC37A3	1599	1108	1836
GNA13	1772	2884	2389
RGS9	1948	1432	3593
AXIN2	3863	4803	6263
CTD-2535L24.2	208	139	326
CEP112	2319	2566	964
APOH	1715	5258	1849
PRKCA	186	218	333
CACNG5	2667	3190	2450
CACNG4	564	629	708
CACNG1	2799	2037	1870
HELZ	6119	6681	3781
PSMD12	3673	2047	5558
PITPNC1	2383	3657	4641
NOL11	85	72	27
BPTF	279	439	650
C17orf58	223	350	852
KPNA2	6439	9302	3316
AMZ2	4727	6975	4755
ARSG	239	1380	1351
SLC16A6	3203	1159	1149
WIPI1	953	677	689
PRKAR1A	22	25	79
FAM20A	253	195	212
ABCA8	6543	7884	2810
ABCA9	7759	8109	4075
ABCA6	181	321	282
ABCA10	2750	4047	4880
ABCA5	1502	588	690
MAP2K6	2189	1020	367
KCNJ16	1347	6324	2682
KCNJ2	264	242	404
SOX9	5337	6582	5937
SLC39A11	875	829	647
SSTR2	1219	1427	1342
COG1	8094	5097	4814
FAM104A	1345	1834	4394
C17orf80	1504	2248	2614
CPSF4L	2483	2635	4676
CDC42EP4	1033	2539	1198
SDK2	353	572	401
RPL38	817	606	1324
TTYH2	5445	4644	4220
DNAI2	160	203	206
KIF19	4614	13221	13355
BTBD17	1347	2102	1276
GPR142	699	605	1839
GPRC5C	1730	1117	2593
CD300A	4311	7942	8953
CD300LB	3594	3834	2655
CD300C	2816	2941	2931
CD300LD	4494	6567	4170
CD300E	3119	4132	3039
RAB37	307	355	578
CD300LF	115	311	265
SLC9A3R1	158	118	66
NAT9	111	92	122
TMEM104	769	373	193
GRIN2C	2463	1143	2597
FDXR	3991	4095	962
FADS6	6028	10140	3935
USH1G	2784	3225	1207
OTOP2	9081	8215	4629
AC087651.1	97	179	133
OTOP3	2741	6773	5947
HID1	2498	3551	3532
CDR2L	7224	13039	9621
MRPL58	11	34	25
KCTD2	3329	4006	7986
AC087651.2	6767	2588	3866
ATP5H	541	284	656
SLC16A5	141	92	195
ARMC7	2485	1017	1940
NT5C	542	700	568
HN1	6436	9373	5746
SUMO2	435	643	331
NUP85	8342	8024	4446
GGA3	5837	6328	4458
MRPS7	43	14	17
MIF4GD	1126	1726	696
SLC25A19	3230	5184	4928
GRB2	2304	1205	1193
TMEM94	3533	3491	4214
CASKIN2	23654	20802	12130
TSEN54	2087	1683	3067
LLGL2	853	1823	1007
MYO15B	3362	3463	2300
RECQL5	2386	2370	1291
SMIM5	1137	1511	1278
SMIM6	2145	2904	2449
SAP30BP	7906	5928	4134
ITGB4	3313	3952	1522
GALK1	13984	10792	11062
H3F3B	892	554	509
UNK	8982	16149	17533
UNC13D	620	1231	1541
WBP2	7422	3992	4157
TRIM47	433	318	347
TRIM65	470	878	1392
MRPL38	8345	3734	7165
RP11-552F3.12	607	839	1087
FBF1	901	1049	614
ACOX1	168	469	650
TEN1	2188	2166	1124
TEN1-CDK3	2266	5894	7541
CDK3	3699	5057	3274
EVPL	2659	1853	3038
SRP68	883	1256	747
ZACN	29987	14070	11108
GALR2	1990	2215	4569
EXOC7	2717	1606	1306
FOXJ1	1353	1189	920
RNF157	3993	3509	2934
UBALD2	1882	3436	2076
QRICH2	152	144	289
PRPSAP1	1491	2302	1114
SPHK1	2	2	4
UBE2O	260	403	257
AANAT	521	482	958
RHBDF2	2153	2821	3025
CYGB	239	322	589
PRCD	9521	6661	7244
ST6GALNAC2	5487	2638	3467
ST6GALNAC1	10647	4841	5343
MXRA7	186	310	131
JMJD6	51	263	473
METTL23	199	437	266
RP11-318A15.7	1918	721	695
SRSF2	1074	3255	1696
MFSD11	2264	1187	1696
MGAT5B	668	1089	2294
SEC14L1	1984	2281	2333
SEPT9	224	65	32
AC104981.1	1062	604	336
TNRC6C	7549	3021	4326
TMC6	462	291	312
TMC8	10797	7929	12861
C17orf99	1008	833	927
SYNGR2	2055	630	2783
TK1	3607	4376	1931
AFMID	4431	3366	5968
BIRC5	2553	5430	4884
TMEM235	280	365	165
SOCS3	2226	3290	4248
PGS1	447	237	389
DNAH17	11169	4459	7601
CYTH1	4921	5301	5857
USP36	521	1518	943
TIMP2	3304	4235	3277
CEP295NL	4837	3274	5655
LGALS3BP	252	154	139
CANT1	3149	4793	2840
C1QTNF1	185	133	106
ENGASE	781	394	572
RBFOX3	1068	1497	508
ENPP7	25032	6132	5570
CBX2	9122	19571	6408
CBX8	900	1718	1830
CBX4	1041	2256	729
TBC1D16	915	618	1078
CCDC40	3647	2649	2249
GAA	2910	2777	4661
EIF4A3	1663	1310	2714
CARD14	1635	2525	3875
SGSH	371	1061	436
SLC26A11	79	33	39
RNF213	1935	937	457
ENDOV	688	1000	983
NPTX1	6196	4418	8688
RPTOR	768	862	669
CHMP6	1832	1889	2909
BAIAP2	323	200	207
AATK	3772	5425	6260
AATK-AS1	4947	6033	4170
CEP131	9945	14415	9212
TEPSIN	1290	2067	2507
C17orf89	886	833	605
SLC38A10	1589	2093	3133
TMEM105	623	373	828
BAHCC1	5420	1496	2210
ACTG1	1423	795	1284
FSCN2	3486	3439	3166
FAAP100	1735	1903	2711
NPLOC4	1322	1287	1583
TSPAN10	8	2	2
PDE6G	946	320	320
OXLD1	1697	1692	2193
CCDC137	759	222	795
ARL16	4399	6180	5925
HGS	4534	2155	4665
MRPL12	4899	4170	3446
RP13-1032I1.10	2574	1689	3641
SLC25A10	1979	1288	3204
GCGR	3161	1956	3482
MCRIP1	13	12	14
PPP1R27	1564	1236	2026
P4HB	384	598	425
ARHGDIA	1497	549	413
ALYREF	5718	5532	6754
ANAPC11	42	33	22
NPB	265	477	526
PCYT2	2270	1378	1278
SIRT7	373	493	532
MAFG	4088	4526	4207
PYCR1	6587	5575	12511
MYADML2	277	233	659
NOTUM	5318	8321	5969
ASPSCR1	2042	1228	774
STRA13	1962	1990	1020
LRRC45	4733	2300	2168
RAC3	991	916	620
DCXR	616	243	320
RFNG	65	68	41
GPS1	8225	9079	4864
DUS1L	423	1049	622
FASN	4497	7478	3932
CCDC57	619	570	287
SLC16A3	4627	4586	5080
CSNK1D	307	240	453
CD7	618	109	541
SECTM1	13757	8358	11081
TEX19	2524	3217	1274
UTS2R	4549	9306	6911
OGFOD3	1050	679	568
HEXDC	5383	4783	4362
C17orf62	770	923	706
NARF	3851	4373	1126
FOXK2	142	282	207
WDR45B	1972	3112	3813
RAB40B	715	812	1661
FN3KRP	3496	4375	2444
AC024361.1	1337	1551	1036
FN3K	271	115	264
TBCD	451	195	186
ZNF750	1151	843	907
B3GNTL1	221	215	202
METRNL	772	425	593
USP14	8057	12322	13198
THOC1	1019	854	404
COLEC12	433	335	261
CETN1	1374	2234	3481
CLUL1	1172	2062	1765
TYMS	15945	12618	10146
ENOSF1	726	736	645
YES1	4353	7316	11561
ADCYAP1	517	272	247
METTL4	424	242	517
NDC80	4598	3674	4676
SMCHD1	565	510	839
EMILIN2	2544	2111	2239
LPIN2	10742	11530	5804
MYOM1	4164	3199	3998
MYL12A	160	195	469
MYL12B	1515	224	454
TGIF1	382	378	511
DLGAP1	391	770	416
AKAIN1	1085	645	518
ZBTB14	2302	1441	1972
EPB41L3	4845	6909	5380
TMEM200C	2074	2811	1850
L3MBTL4	91	88	42
ARHGAP28	754	2527	1180
LAMA1	5119	3378	5732
LRRC30	1268	1021	1647
PTPRM	644	505	1788
RAB12	1350	1316	1646
MTCL1	722	1207	740
NDUFV2	911	880	358
ANKRD12	2912	3727	3175
TWSG1	29	33	70
RALBP1	7773	7127	8451
PPP4R1	3364	5499	2145
RAB31	1863	6629	3283
TXNDC2	944	1054	1564
VAPA	2501	3255	843
APCDD1	5486	4696	4156
NAPG	1492	978	1041
PIEZO2	13548	18712	4787
SLC35G4	256	175	429
GNAL	3240	3508	3760
CHMP1B	410	365	495
MPPE1	4257	6866	4986
IMPA2	13115	9968	9473
ANKRD62	4693	5161	2426
CIDEA	4522	4669	3940
TUBB6	306	420	349
AFG3L2	5815	12519	10142
PRELID3A	296	256	797
SPIRE1	407	494	802
PSMG2	2418	1870	2145
CEP76	323	331	706
PTPN2	625	1768	841
SEH1L	1366	993	1981
CEP192	4890	3402	9294
LDLRAD4	13366	10320	11152
FAM210A	1559	1187	922
RNMT	842	595	1593
MC5R	2806	517	1916
MC2R	4535	8280	7829
ZNF519	2820	3148	1357
POTEC	2167	6788	3687
ANKRD30B	623	1727	1125
AP005242.1	740	354	1185
ROCK1	4248	7967	7369
GREB1L	6614	8046	2717
ESCO1	1301	520	1203
SNRPD1	183	632	245
ABHD3	4697	8153	4046
MIB1	1294	3102	3715
GATA6	388	325	718
CTAGE1	2145	1794	1991
RBBP8	281	209	206
CABLES1	7554	3252	4930
TMEM241	4967	1096	1123
RIOK3	436	729	213
C18orf8	2660	4053	1952
NPC1	319	800	342
ANKRD29	11	19	16
LAMA3	2396	678	1125
TTC39C	3623	5865	2791
CABYR	182	606	284
OSBPL1A	841	1163	1234
IMPACT	3400	3968	3628
HRH4	4910	3474	2367
ZNF521	541	521	1599
SS18	345	418	227
PSMA8	883	940	671
TAF4B	8531	8349	4806
KCTD1	133	100	310
AQP4	1085	725	1594
CHST9	3196	2277	2905
CDH2	1032	917	1765
DSC3	2206	3893	4411
DSC2	3523	3568	2960
DSC1	3117	4105	4572
DSG1	1726	2543	3485
DSG4	4687	6511	4448
DSG3	503	1926	2126
DSG2	3708	4763	6027
TTR	366	789	670
B4GALT6	1244	4129	3943
SLC25A52	2932	4524	1616
TRAPPC8	846	919	366
RNF125	4531	998	1313
RNF138	98	66	147
GAREM1	3175	2076	3118
MEP1B	4567	2834	4899
KLHL14	3441	6267	1340
CCDC178	6160	2796	3959
ASXL3	2395	955	2956
NOL4	17529	11103	11995
DTNA	1977	546	815
MAPRE2	3298	2644	3339
ZNF397	3577	1702	3043
ZSCAN30	246	412	471
ZNF24	477	1414	716
ZNF396	6357	8679	12005
RP11-322E11.6	2873	981	483
INO80C	3931	7180	3042
GALNT1	5934	3183	8418
C18orf21	721	950	886
RPRD1A	6003	5078	5489
SLC39A6	3598	1838	2852
ELP2	6887	5974	8695
MOCOS	1755	1961	944
FHOD3	21	77	77
TPGS2	663	206	840
KIAA1328	7495	8236	8495
CELF4	1059	1951	1869
PIK3C3	6651	4638	15046
RIT2	1849	616	663
SYT4	595	414	589
SETBP1	2001	3613	4530
SLC14A2	12285	11458	10863
SLC14A1	365	323	873
SIGLEC15	1837	1422	1833
EPG5	103	100	79
PSTPIP2	4170	1409	2817
ATP5A1	525	333	745
HAUS1	2219	1936	4152
C18orf25	2130	2344	1975
RNF165	3281	3518	6826
LOXHD1	8543	5064	5621
ST8SIA5	2684	3643	2622
PIAS2	124	164	87
KATNAL2	1253	1325	1625
TCEB3CL2	47	46	38
TCEB3CL	3375	3633	3723
RP11-49K24.9	1765	1676	2214
TCEB3C	4552	6908	9767
TCEB3B	3155	4106	5205
HDHD2	683	842	796
RP11-49K24.6	3233	1930	1989
IER3IP1	10001	7435	6940
SKOR2	1023	1993	1545
SMAD2	247	483	365
ZBTB7C	5178	7090	11001
CTIF	3495	12622	11738
SMAD7	5504	3362	5562
DYM	2079	1568	2602
C18orf32	2814	8674	5173
RPL17-C18orf32	124	75	110
RPL17	4162	7686	5108
LIPG	303	1069	585
ACAA2	1	1	2
RP11-886H22.1	71	69	55
MYO5B	1120	1382	838
CFAP53	1440	391	638
MBD1	3795	3930	5403
CXXC1	2333	3037	2361
SKA1	12570	20120	15684
MAPK4	4374	4394	2452
MRO	1128	726	589
ME2	42	30	25
ELAC1	546	649	307
RP11-729L2.2	7506	5236	8386
SMAD4	1248	3395	1715
MEX3C	12992	10363	26203
DCC	922	2011	1715
AC011155.1	856	858	632
MBD2	407	881	1886
POLI	1436	934	1303
STARD6	710	1164	2522
C18orf54	300	1289	770
DYNAP	949	1848	1505
RAB27B	3163	1140	4065
CCDC68	418	618	379
TCF4	2404	1593	2923
TXNL1	4940	2299	2685
WDR7	4013	2662	2005
BOD1L2	2202	2404	2053
ST8SIA3	4366	5690	7454
ONECUT2	1198	1019	643
FECH	7714	9451	8612
NARS	1718	946	4918
ATP8B1	2410	2458	1286
NEDD4L	1618	2854	1895
ALPK2	3189	6850	5855
MALT1	1681	1498	2563
ZNF532	117	133	193
SEC11C	8758	3805	4327
GRP	3007	4678	3725
RAX	4405	2385	2784
CPLX4	13370	16589	13099
LMAN1	4637	4440	3888
CCBE1	7352	4121	1808
PMAIP1	177	247	407
MC4R	3014	2197	1937
CDH20	507	621	687
RNF152	261	295	174
PIGN	1023	953	624
KIAA1468	5277	5004	5656
TNFRSF11A	579	232	423
ZCCHC2	1113	767	709
PHLPP1	394	570	354
BCL2	494	435	367
KDSR	2688	1428	2381
VPS4B	306	351	757
SERPINB5	295	427	456
SERPINB12	2640	1963	2815
SERPINB13	7305	2708	4594
SERPINB4	3159	1815	787
SERPINB11	7957	7841	5693
SERPINB3	520	192	211
SERPINB7	10123	8853	6645
SERPINB2	2326	3621	2685
SERPINB10	481	916	422
HMSD	1153	728	1304
SERPINB8	168	470	434
CDH7	683	737	863
CDH19	3428	3485	1124
DSEL	569	1367	584
TMX3	2249	2935	3140
CCDC102B	13379	10480	14975
DOK6	2700	4140	7215
CD226	7843	4951	2325
RTTN	3188	1672	927
SOCS6	3362	2087	4813
CBLN2	1029	1122	1209
NETO1	2710	3789	1277
FBXO15	885	1308	530
TIMM21	1565	3152	2322
CYB5A	12322	11855	12555
C18orf63	12426	7435	10610
FAM69C	5298	3039	4888
CNDP2	131	129	58
CNDP1	1123	503	1294
ZNF407	1258	1959	2029
ZADH2	8611	9205	9950
TSHZ1	2457	4402	3900
SMIM21	259	168	283
ZNF516	99	51	42
ZNF236	8223	10489	1771
MBP	422	662	574
GALR1	3582	3687	3202
SALL3	29	28	32
ATP9B	779	1199	464
NFATC1	517	547	731
CTDP1	1790	4955	2924
KCNG2	130	136	261
PQLC1	819	821	651
HSBP1L1	519	416	371
TXNL4A	37	52	84
RP11-795F19.5	8381	19227	10612
RBFA	1341	1329	2296
ADNP2	417	476	688
PARD6G	5898	5350	5778
DEFB125	1391	3145	3002
DEFB126	620	790	1399
DEFB127	1628	1969	1334
DEFB128	8524	11007	16788
DEFB129	1806	3672	3711
DEFB132	4707	2507	1932
C20orf96	2489	1645	1808
ZCCHC3	1895	3844	2684
SOX12	1605	264	926
NRSN2	138	61	51
TRIB3	68	98	104
RBCK1	9758	10151	8125
TBC1D20	3821	4265	9055
CSNK2A1	3488	2097	2901
TCF15	2572	2724	3713
SRXN1	682	1703	2615
RP5-850E9.3	831	1010	398
SCRT2	4435	2497	3622
SLC52A3	3578	2701	2090
FAM110A	3687	2126	2466
ANGPT4	5303	5824	2019
RSPO4	938	714	870
PSMF1	382	310	508
TMEM74B	1071	608	811
C20orf202	989	2488	1321
RAD21L1	229	337	544
SNPH	4340	6541	2461
SDCBP2	1586	1611	1249
RP11-314N13.10	1537	1275	1840
FKBP1A	4659	5981	2489
NSFL1C	679	323	237
SIRPB2	292	242	429
SIRPD	2069	4243	2556
RP4-576H24.4	1996	1825	844
SIRPB1	2549	2490	2046
SIRPG	229	292	404
SIRPA	80	151	117
PDYN	3425	4055	4083
STK35	7620	8808	6356
TGM3	2126	3115	2809
TGM6	17475	18252	6284
SNRPB	2164	2139	2941
RP4-734P14.4	1298	396	1666
ZNF343	324	321	192
TMC2	1171	1339	1805
NOP56	2228	3118	3511
IDH3B	1152	696	628
EBF4	2642	1176	978
CPXM1	7154	12735	16322
RP5-860F19.8	7291	3895	2596
C20orf141	2619	2279	2758
TMEM239	1842	2125	1521
PCED1A	3329	1885	2962
VPS16	296	469	1110
PTPRA	11480	8069	9665
GNRH2	361	205	321
MRPS26	206	168	143
OXT	4202	3752	3656
AVP	842	1030	1064
UBOX5	947	647	324
FASTKD5	1624	2454	2271
RP5-1187M17.10	4138	1892	1693
DDRGK1	576	512	153
ITPA	2371	3496	2095
SLC4A11	1033	938	823
C20orf194	2113	2137	1203
ATRN	1432	3292	2911
GFRA4	849	942	2418
ADAM33	780	1296	1175
SIGLEC1	29	38	51
HSPA12B	820	722	377
C20orf27	2132	1276	3373
SPEF1	7676	2862	11264
CENPB	317	310	353
CDC25B	947	1576	1256
AP5S1	2856	3047	4128
MAVS	8292	4188	8990
PANK2	7245	4253	7291
RNF24	1303	1146	3551
SMOX	1074	1642	2341
ADRA1D	3099	3185	4636
PRNP	863	495	1996
PRND	11894	10012	10822
PRNT	133	101	213
RASSF2	1027	945	785
SLC23A2	4753	4067	4046
TMEM230	1553	710	1666
PCNA	8003	2562	10658
CDS2	1973	1812	2155
PROKR2	4297	7477	4958
GPCPD1	5167	4890	5312
C20orf196	2807	1349	4005
CHGB	79	352	359
TRMT6	967	1982	4509
MCM8	2302	6077	4180
CRLS1	151	153	195
LRRN4	1892	975	3255
FERMT1	1174	899	1913
BMP2	4058	5052	2308
HAO1	2379	2378	3042
TMX4	37	14	26
PLCB1	2973	4462	3557
PLCB4	2119	3134	5491
LAMP5	3979	1589	5355
PAK5	551	603	668
ANKEF1	4948	6961	6991
SNAP25	662	1277	615
MKKS	1354	1671	2799
SLX4IP	115	39	42
JAG1	1262	3431	1605
BTBD3	884	561	543
SPTLC3	3572	2323	1296
ISM1	1447	1034	1733
TASP1	5700	6564	8027
ESF1	6842	4693	11215
NDUFAF5	767	859	438
SEL1L2	322	469	556
MACROD2	2870	3649	2987
FLRT3	924	2265	1850
KIF16B	5269	11384	12275
AL049794.1	244	340	312
SNRPB2	1978	4032	1330
OTOR	472	388	135
PCSK2	3091	2482	3363
BFSP1	17131	9313	8637
AL031664.1	5925	9529	7406
DSTN	728	513	1035
RRBP1	4661	11335	4433
BANF2	505	676	694
SNX5	2926	577	1531
OVOL2	2079	1225	1228
MGME1	4068	3397	2911
PET117	5470	3105	5555
KAT14	686	1025	640
ZNF133	284	391	354
DZANK1	2593	1235	3072
POLR3F	7257	6394	6883
RBBP9	1961	2539	2120
SEC23B	431	455	697
LINC00493	272	273	547
DTD1	988	758	809
SCP2D1	3345	3435	2261
SLC24A3	832	865	637
RIN2	2811	6043	4494
NAA20	4943	4626	2841
CRNKL1	2935	5443	9215
CFAP61	1362	2923	3232
INSM1	6686	3384	5575
RALGAPA2	1057	1225	1552
KIZ	5275	3897	5001
XRN2	541	274	923
NKX2-4	5719	2985	4281
NKX2-2	205	397	454
PAX1	503	647	745
FOXA2	1634	1779	1250
SSTR4	2918	1800	4799
THBD	650	336	353
CD93	3119	4384	3425
NXT1	1309	2017	1578
GZF1	201	752	482
NAPB	6	15	33
CSTL1	1881	4842	5597
CST11	10147	4438	5954
CST8	5522	2024	2810
CST9L	1929	1762	640
CST9	3060	4456	1839
CST3	7814	3356	5196
CST4	6390	5217	1064
CST1	11024	6959	13122
CST2	4991	9298	2997
CST5	2573	2516	2004
GGTLC1	1261	5786	2560
SYNDIG1	2829	4980	2066
CST7	19514	9233	20980
APMAP	2688	3973	6602
ACSS1	5325	6101	3291
VSX1	3003	2537	4279
ENTPD6	3427	5772	3970
PYGB	8567	5604	6509
ABHD12	673	1826	1375
GINS1	1766	3267	2198
NINL	190	129	333
NANP	5409	8410	11655
ZNF337	2101	3100	3314
FAM182B	2437	3581	2138
DEFB115	270	223	254
DEFB116	3027	3230	3105
DEFB118	1254	576	1044
DEFB119	451	785	1013
DEFB121	2059	1570	2278
DEFB123	2128	1952	1282
DEFB124	3007	5942	3119
REM1	2334	3781	3534
HM13	1965	3671	1264
ID1	402	155	403
COX4I2	3433	3747	2848
BCL2L1	1296	1738	1365
TPX2	1664	4825	5019
MYLK2	501	297	355
FOXS1	1290	1630	1466
DUSP15	408	528	953
TTLL9	2467	4862	3728
PDRG1	1885	1884	2606
XKR7	194	79	132
CCM2L	1920	1396	866
HCK	187	227	58
TM9SF4	9380	10024	7510
PLAGL2	5596	4835	8696
POFUT1	2920	1313	2407
KIF3B	328	100	387
ASXL1	1075	474	802
NOL4L	3106	2507	1816
AL034550.1	719	694	700
COMMD7	5282	4049	2836
DNMT3B	528	1191	1416
MAPRE1	299	229	311
EFCAB8	89	90	128
SUN5	1474	3484	3518
BPIFB2	3516	2494	2060
BPIFB6	3080	2781	3320
BPIFB3	1485	1215	714
BPIFB4	9715	4840	7503
BPIFA2	6355	4630	4501
BPIFA3	2439	1314	2917
BPIFA1	1127	744	976
BPIFB1	1660	1977	1863
CDK5RAP1	1017	416	531
SNTA1	3513	4645	5006
CBFA2T2	398	407	483
NECAB3	15334	5799	5619
C20orf144	9046	5885	5410
ACTL10	318	101	379
E2F1	9041	6283	5776
PXMP4	2884	4804	4577
ZNF341	1645	4073	2116
CHMP4B	267	576	284
RALY	978	2047	1026
EIF2S2	84	144	91
ASIP	5158	3205	3522
AHCY	1756	1005	909
ITCH	1455	897	1091
AL109923.1	15009	5072	7716
DYNLRB1	2541	2408	2592
MAP1LC3A	1518	4951	1998
PIGU	3232	3424	2948
NCOA6	926	1762	765
TP53INP2	2784	1738	1848
GGT7	3309	2600	2530
ACSS2	27	18	70
GSS	1759	1853	2724
