#gene	sample1	sample2	sample3
ZNF337	2261	1899	2397
FAM182B	6393	5171	4534
DEFB115	67	107	133
DEFB116	3419	2770	2131
DEFB118	754	677	473
DEFB119	816	732	208
DEFB121	1840	721	1352
DEFB123	1371	909	1402
DEFB124	2630	2499	3471
REM1	1444	1514	2361
HM13	2062	3252	1070
ID1	199	506	179
COX4I2	1108	1017	2588
BCL2L1	2687	4064	2717
TPX2	2424	1992	3443
MYLK2	729	394	719
FOXS1	1475	1079	606
DUSP15	964	670	1062
TTLL9	5153	6789	4562
PDRG1	1901	769	1638
XKR7	59	134	144
CCM2L	1736	884	651
HCK	79	79	98
TM9SF4	4711	3790	5756
PLAGL2	4561	3678	4735
POFUT1	1673	4015	2705
KIF3B	168	298	262
ASXL1	979	286	525
NOL4L	2418	2048	1008
AL034550.1	599	1069	152
COMMD7	2198	1575	2391
DNMT3B	907	895	904
MAPRE1	134	394	212
EFCAB8	117	117	111
SUN5	1590	1563	911
BPIFB2	1848	2653	1167
BPIFB6	2221	2619	1242
BPIFB3	350	460	608
BPIFB4	5006	3127	4883
BPIFA2	4389	11100	8559
BPIFA3	2022	1380	1302
BPIFA1	1535	726	1358
BPIFB1	3256	1310	3490
CDK5RAP1	251	1690	683
SNTA1	3297	5571	1685
CBFA2T2	407	374	120
NECAB3	3173	1693	6901
C20orf144	2818	3007	5726
ACTL10	172	120	171
E2F1	8001	3631	5969
PXMP4	3147	3306	2959
ZNF341	1732	2704	2036
CHMP4B	455	527	426
RALY	1223	2649	1897
EIF2S2	91	59	99
ASIP	3513	3418	3635
AHCY	1337	605	1095
ITCH	857	1682	662
AL109923.1	7024	2183	5737
DYNLRB1	2303	1120	2413
MAP1LC3A	1137	1582	2652
PIGU	4162	2991	4941
NCOA6	788	1243	825
TP53INP2	887	1176	1271
GGT7	3181	2416	3087
ACSS2	11	23	9
GSS	3515	2768	3223
MYH7B	634	512	528
TRPC4AP	182	37	231
EDEM2	1007	800	1289
PROCR	332	350	608
MMP24-AS1	319	207	244
MMP24	1805	606	1129
RP4-614O4.11	1093	1054	1053
EIF6	2960	4106	3821
FAM83C	2938	735	3260
UQCC1	1981	1615	780
GDF5OS	1939	775	735
GDF5	3929	5433	4509
CEP250	2170	1213	1705
C20orf173	108	199	96
ERGIC3	969	1014	1075
SPAG4	1935	2732	1694
CPNE1	475	847	282
RP1-309K20.6	2307	1407	1268
RBM12	6474	6665	5657
NFS1	134	86	176
ROMO1	607	158	749
RBM39	1214	2539	3229
PHF20	314	560	527
SCAND1	460	407	452
CNBD2	656	672	1449
EPB41L1	2127	1835	2171
AAR2	5106	4231	7612
DLGAP4	40	21	72
MYL9	201	371	345
TGIF2	3190	3883	5686
TGIF2-C20orf24	1912	2911	1184
C20orf24	1298	1356	517
SLA2	238	266	327
NDRG3	1209	1592	1283
DSN1	2223	2263	1034
SOGA1	607	268	213
TLDC2	856	1468	2953
SAMHD1	2164	2889	4541
RBL1	1640	2632	1691
MROH8	1952	917	942
RPN2	354	158	149
GHRH	1620	1576	2218
MANBAL	1138	991	890
SRC	871	1323	1063
BLCAP	744	1265	555
NNAT	3095	1883	2921
CTNNBL1	2395	2539	4237
VSTM2L	1994	1794	2111
TTI1	2524	2125	934
RPRD1B	601	1202	706
TGM2	571	1562	1036
KIAA1755	833	1235	1786
BPI	638	1788	1282
LBP	206	193	47
RALGAPB	6030	5484	4840
ADIG	2241	1489	2746
ARHGAP40	1462	1674	3753
SLC32A1	5638	7617	3427
ACTR5	1696	1458	575
PPP1R16B	13829	4811	3408
FAM83D	764	1750	1728
DHX35	3131	6366	4847
MAFB	972	1164	1431
TOP1	3363	2324	3264
PLCG1	5776	1585	3703
ZHX3	434	265	623
LPIN3	1706	811	1529
EMILIN3	4663	12058	10093
CHD6	2528	3932	3454
PTPRT	3	3	4
SRSF6	2663	2166	2562
L3MBTL1	3505	1090	1819
RP1-138B7.6	1097	582	962
SGK2	9439	5502	6792
IFT52	1305	2217	2044
MYBL2	925	334	1598
GTSF1L	2032	881	1415
TOX2	703	986	572
JPH2	667	484	563
OSER1	3098	2108	1604
GDAP1L1	2782	9610	8311
FITM2	428	372	817
R3HDML	119	112	142
HNF4A	749	609	1083
TTPAL	89	94	157
SERINC3	626	1318	1970
PKIG	1283	2385	782
ADA	703	819	1104
WISP2	700	604	624
KCNK15	1000	1491	1199
RIMS4	3477	2057	4339
YWHAB	2479	3671	3141
PABPC1L	465	564	1419
TOMM34	4700	3319	5530
STK4	485	212	547
KCNS1	1246	432	387
WFDC5	5080	4195	10783
WFDC12	9896	3041	4133
PI3	1125	3279	1718
SEMG1	5504	3765	5777
SEMG2	896	630	778
SLPI	1723	1560	664
MATN4	8584	2668	3694
RBPJL	182	176	175
SDC4	6720	5926	4085
SYS1	5725	7178	6798
SYS1-DBNDD2	2926	6156	4681
TP53TG5	1195	907	1468
DBNDD2	3617	3513	5351
PIGT	2675	2998	2389
WFDC2	1864	2042	1492
SPINT3	118	254	77
WFDC6	187	241	213
EPPIN-WFDC6	2527	3502	3611
EPPIN	2270	3357	2047
WFDC8	844	3669	2113
WFDC9	2226	2051	4184
WFDC10A	456	383	240
WFDC11	2563	2752	2802
WFDC10B	707	631	1051
WFDC13	5501	4183	5965
SPINT4	1138	2823	3024
WFDC3	36	47	31
DNTTIP1	173	102	171
UBE2C	241	387	440
TNNC2	701	970	488
SNX21	1895	2587	2229
ACOT8	1602	1085	1555
ZSWIM3	1080	1882	1083
ZSWIM1	6996	4428	5326
SPATA25	3199	1916	6580
NEURL2	396	154	216
CTSA	6207	6179	6101
PLTP	4971	7398	8070
PCIF1	906	448	493
ZNF335	21	71	29
MMP9	825	1235	3089
SLC12A5	3807	4674	4810
NCOA5	1183	1562	2247
CD40	118	120	47
CDH22	13572	5584	2236
SLC35C2	1426	1564	1682
ELMO2	9	13	10
ZNF334	4877	2539	1587
OCSTAMP	5101	4784	2442
SLC13A3	6156	5674	8897
TP53RK	87	180	97
SLC2A10	3914	3963	2849
EYA2	1049	783	2826
ZMYND8	721	1169	842
NCOA3	1402	1930	1317
SULF2	1781	1951	2524
PREX1	624	661	684
ARFGEF2	1072	1807	932
CSE1L	521	668	372
STAU1	235	168	115
DDX27	509	658	253
ZNFX1	100	132	68
KCNB1	896	2956	1977
PTGIS	1194	1592	2590
B4GALT5	692	688	296
SLC9A8	2389	2879	4909
SPATA2	760	345	530
RNF114	2015	2019	1103
SNAI1	2091	3118	2705
UBE2V1	5326	6572	3259
TMEM189-UBE2V1	2651	1421	3441
TMEM189	1865	5253	6095
CEBPB	252	331	183
PTPN1	2985	4611	1185
FAM65C	227	412	107
PARD6B	351	514	827
BCAS4	2265	3156	2120
ADNP	1348	1470	1353
DPM1	1194	835	568
MOCS3	2242	3733	3031
KCNG1	2071	2186	943
NFATC2	3058	2250	3238
ATP9A	126	143	108
SALL4	2457	1301	1315
ZFP64	801	603	687
TSHZ2	5210	2682	5783
ZNF217	6082	3491	3865
BCAS1	1247	1761	1666
CYP24A1	1370	676	1316
PFDN4	11	28	37
AL133335.1	4429	5415	2835
DOK5	1490	348	570
CBLN4	6752	4561	3767
MC3R	516	745	730
FAM210B	69	89	56
AURKA	3624	7223	4539
CSTF1	168	624	932
CASS4	733	4644	2663
RTFDC1	457	1683	1353
GCNT7	12968	12059	10597
FAM209A	2046	2019	1942
FAM209B	502	288	397
TFAP2C	1894	1827	1401
BMP7	1158	3598	2433
SPO11	7479	3991	2223
RAE1	2491	4681	6410
MTRNR2L3	2735	4481	4174
RBM38	9967	10764	13186
CTCFL	490	503	341
PCK1	887	1264	1600
ZBP1	1669	2042	730
PMEPA1	605	336	483
C20orf85	775	428	744
ANKRD60	209	149	334
RAB22A	321	288	111
VAPB	157	121	148
APCDD1L	6573	6720	3677
STX16	1139	2493	4717
STX16-NPEPL1	260	382	263
NPEPL1	298	461	574
GNAS	73	28	122
NELFCD	27	75	129
CTSZ	996	1682	1571
TUBB1	1745	1178	1101
ATP5E	10563	12785	13913
PRELID3B	1985	2131	1133
ZNF831	557	609	706
EDN3	6542	5505	10475
PHACTR3	3851	4954	2200
SYCP2	1119	2463	1943
FAM217B	1221	1153	1032
PPP1R3D	2459	3818	3665
CDH26	4186	2448	3610
CDH4	4341	3772	2997
TAF4	1791	982	1379
LSM14B	1587	2028	2325
PSMA7	343	901	1024
SS18L1	2994	5105	5366
MTG2	1485	1141	904
HRH3	3244	2549	2323
OSBPL2	1696	1630	1815
ADRM1	6253	8196	8009
LAMA5	825	1216	459
RPS21	828	1061	1751
CABLES2	23	21	16
RBBP8NL	3366	5300	1313
GATA5	1171	1186	1560
SLCO4A1	2667	2784	1432
NTSR1	1438	2417	798
MRGBP	4563	5020	6653
OGFR	1202	906	1252
COL9A3	1454	1206	1542
TCFL5	457	155	553
DIDO1	2432	2834	2964
GID8	192	505	192
SLC17A9	2105	1451	1089
BHLHE23	919	324	1176
YTHDF1	433	761	917
BIRC7	273	255	289
NKAIN4	502	560	634
ARFGAP1	2441	2689	2157
COL20A1	2595	1634	1564
CHRNA4	1037	2554	1750
KCNQ2	1524	1568	1286
EEF1A2	2450	2568	3340
PPDPF	4137	8588	4927
PTK6	1155	1452	1093
SRMS	903	1816	1629
FNDC11	200	216	626
HELZ2	467	369	602
GMEB2	1937	2211	2717
STMN3	23437	19426	8149
RTEL1	3886	2276	1522
RTEL1-TNFRSF6B	5769	2537	7067
TNFRSF6B	416	307	176
ARFRP1	871	1119	321
ZGPAT	2235	2681	4749
RP4-583P15.15	625	1046	681
LIME1	736	2430	1878
RP4-583P15.14	104	371	310
SLC2A4RG	108	42	96
ZBTB46	1446	2234	2491
ABHD16B	838	519	717
TPD52L2	541	229	170
DNAJC5	589	1430	1625
UCKL1	3998	5916	2406
ZNF512B	4407	3383	3630
SAMD10	1562	1328	1189
PRPF6	1307	2035	779
LINC00176	74	410	367
SOX18	544	441	380
TCEA2	3445	1963	3137
RGS19	18	39	40
OPRL1	11495	9066	7790
LKAAEAR1	154	172	91
NPBWR2	862	837	1131
MYT1	757	1040	1301
PCMTD2	854	894	1549
OR4F17	1114	1532	996
PLPP2	315	454	82
MIER2	996	344	774
THEG	14558	6885	6267
C2CD4C	6500	6389	8342
SHC2	137	54	131
ODF3L2	13581	7101	16063
MADCAM1	1732	1887	1473
TPGS1	6289	11723	5340
CDC34	125	105	134
GZMM	886	1622	1919
BSG	77	40	48
HCN2	843	1005	1765
POLRMT	2345	3354	2760
FGF22	615	1135	707
RNF126	2159	2905	2251
FSTL3	346	183	150
PRSS57	850	1632	1574
PALM	2992	1754	3136
MISP	2005	1297	1812
PTBP1	6987	5799	11666
PLPPR3	1078	977	1074
AZU1	789	1018	531
PRTN3	3200	2801	1722
ELANE	42	37	98
CFD	7931	7347	8880
MED16	358	317	197
R3HDM4	484	285	611
KISS1R	73	118	108
ARID3A	985	579	1779
WDR18	515	558	433
GRIN3B	802	1659	720
TMEM259	73	79	97
CNN2	1146	878	506
ABCA7	5565	3340	3754
ARHGAP45	2119	2371	3305
POLR2E	134	251	411
GPX4	527	355	695
SBNO2	231	76	70
STK11	1159	490	496
CBARP	3462	1379	2953
ATP5D	7733	6970	2281
MIDN	2575	2075	1657
CIRBP	2698	1731	1384
C19orf24	2426	2568	2182
EFNA2	22	37	52
MUM1	2420	3106	1821
NDUFS7	2425	959	795
GAMT	9592	11519	9181
DAZAP1	179	160	324
RPS15	1314	1234	1165
APC2	1550	1813	2221
C19orf25	100	37	105
PCSK4	5117	5823	3464
REEP6	4985	1788	4265
ADAMTSL5	2313	1568	1911
PLK5	940	497	1017
MEX3D	2681	5156	2689
MBD3	2090	2563	3637
AC005943.2	1945	3423	4417
UQCR11	1614	859	734
TCF3	610	1127	1256
ONECUT3	190	174	187
ATP8B3	5864	8123	5468
REXO1	549	1026	1547
KLF16	7626	6801	9172
ABHD17A	2179	2811	1054
SCAMP4	284	672	255
ADAT3	457	692	443
CSNK1G2	1316	1262	1076
BTBD2	1294	1970	2278
MKNK2	2450	1471	1240
MOB3A	2075	2137	1687
IZUMO4	44645	22350	10816
AP3D1	872	877	398
DOT1L	590	223	112
PLEKHJ1	1792	4507	2408
SF3A2	204	268	231
AMH	1470	523	1662
JSRP1	3342	3016	2444
OAZ1	207	304	261
LLfos-48D6.2	13701	10485	12392
C19orf35	1231	1024	943
LINGO3	115	139	97
LSM7	159	214	21
SPPL2B	429	230	473
TMPRSS9	589	551	391
TIMM13	3023	3088	2040
LMNB2	5313	5634	4228
GADD45B	138	133	158
GNG7	1707	1050	1328
DIRAS1	346	486	339
AC006538.4	204	311	211
SLC39A3	4052	15563	14001
SGTA	3381	1502	2895
THOP1	4011	7437	4836
ZNF554	814	1226	1001
ZNF555	4730	5695	6222
ZNF556	10725	5055	4537
ZNF57	58	27	24
ZNF77	6424	17592	5812
TLE6	84	121	141
TLE2	9639	15338	14226
AES	5215	5308	3526
GNA11	989	946	1086
GNA15	834	422	597
S1PR4	1484	1043	1650
NCLN	3448	2046	1292
CELF5	1951	1581	1875
NFIC	2079	1582	1618
SMIM24	376	1011	633
DOHH	3649	4844	2510
FZR1	6367	9620	11412
MFSD12	3469	2283	1895
C19orf71	3688	1112	1991
HMG20B	8064	13666	13266
GIPC3	1510	1299	1992
TBXA2R	2550	2882	3267
CACTIN	1750	3554	8454
PIP5K1C	111	69	58
TJP3	670	1337	1368
APBA3	2978	1189	2819
MRPL54	6124	4766	4482
RAX2	623	884	598
MATK	247	216	158
ZFR2	285	162	79
ATCAY	1133	1100	1114
NMRK2	2360	1678	1640
DAPK3	6217	3318	5967
EEF2	2362	1088	2766
PIAS4	484	571	1137
ZBTB7A	327	286	194
MAP2K2	1819	5421	4569
CREB3L3	5333	4219	1993
SIRT6	7171	6867	3487
ANKRD24	1420	1552	1525
EBI3	7825	2537	1809
CCDC94	670	3029	1915
SHD	859	188	525
TMIGD2	1231	528	1071
FSD1	2224	2439	1500
STAP2	2485	4068	2406
MPND	2986	1740	1850
SH3GL1	7968	12291	14322
CHAF1A	2352	4021	1604
UBXN6	980	1778	1481
CTB-50L17.10	2999	3910	4632
PLIN4	7765	5340	3974
PLIN5	319	601	128
CTB-50L17.14	705	336	218
LRG1	350	1024	250
SEMA6B	1038	1827	1542
TNFAIP8L1	3705	7629	5664
MYDGF	1928	1446	1211
DPP9	328	335	816
FEM1A	6366	11266	11181
TICAM1	840	651	664
PLIN3	7041	4381	3056
ARRDC5	1637	1330	1481
UHRF1	1203	574	987
KDM4B	799	2754	747
PTPRS	672	2422	1906
ZNRF4	2573	1540	3375
TINCR	2956	1902	1163
SAFB2	1263	1068	1829
SAFB	1045	596	256
RPL36	830	704	953
C19orf70	211	356	198
HSD11B1L	553	766	408
LONP1	4080	7865	5613
CATSPERD	1040	623	415
PRR22	2437	2764	2126
CTB-54O9.9	1199	705	694
DUS3L	40	54	94
NRTN	325	458	680
FUT6	579	486	547
FUT3	4	4	6
FUT5	2185	2211	2745
AC024592.12	5151	3610	3259
NDUFA11	2955	1901	2476
AC104532.2	490	571	602
VMAC	538	610	673
CAPS	1345	1603	549
RANBP3	964	2622	2334
RFX2	948	459	397
ACSBG2	5923	4067	9234
MLLT1	4346	4769	5157
ACER1	1371	905	1198
CLPP	2890	3432	2286
ALKBH7	2528	5484	2009
PSPN	2666	2852	5315
GTF2F1	921	793	608
KHSRP	1802	1138	3834
SLC25A41	457	302	405
SLC25A23	1804	2986	4588
CRB3	398	1285	983
DENND1C	518	429	1013
TUBB4A	61	72	39
TNFSF9	2692	4285	3014
CD70	3545	1732	2094
TNFSF14	717	629	429
C3	4377	8262	4269
GPR108	1644	1043	2199
TRIP10	663	1580	1314
SH2D3A	2020	3900	1748
VAV1	4275	4594	2082
ADGRE1	4049	2649	4118
CTB-25J19.1	4	7	14
MBD3L5	1051	737	1232
MBD3L4	1903	2994	2531
MBD3L2	2437	2265	3022
MBD3L3	560	1361	518
ZNF557	1634	1361	2786
INSR	597	303	705
CTB-133G6.1	1666	4231	2218
CTD-2207O23.3	9665	8604	3154
ARHGEF18	730	1008	995
PEX11G	227	120	443
C19orf45	1590	1405	1008
CTD-2207O23.12	1157	1496	1277
ZNF358	1332	2510	1060
MCOLN1	5809	7596	14233
CTD-2207O23.10	2390	1701	537
PNPLA6	2272	872	2069
CAMSAP3	3609	3060	3154
XAB2	1736	2007	1733
PET100	876	1856	2109
CTD-3214H19.4	192	63	139
PCP2	1348	1713	1495
STXBP2	1177	1064	536
RETN	11352	7349	29965
MCEMP1	8100	4871	6945
CTD-3214H19.16	1025	3816	1063
TRAPPC5	423	153	705
FCER2	838	2256	1184
CLEC4G	3278	4237	4153
CD209	398	863	1360
CLEC4M	1382	1904	1002
EVI5L	5010	5432	2733
PRR36	6708	6915	6500
LRRC8E	3338	2873	2838
MAP2K7	3292	2652	3452
TGFBR3L	1825	1325	2253
SNAPC2	246	84	218
CTXN1	8775	7565	5019
TIMM44	3360	3886	4016
ELAVL1	127	138	177
CCL25	1611	1136	1251
FBN3	4091	4599	9116
CERS4	44	39	60
CD320	796	1187	1325
CTD-2550O8.5	1620	1453	1268
NDUFA7	5057	2757	2302
RPS28	1437	2024	2330
KANK3	185	631	467
ANGPTL4	3775	5525	11239
RAB11B	1690	2771	4112
MARCH2	2099	1347	1284
HNRNPM	151	547	338
PRAM1	5934	3814	5759
ZNF414	215	288	564
MYO1F	1344	1283	747
ADAMTS10	285	146	146
ACTL9	1828	1293	1313
OR2Z1	3480	3577	2130
ZNF558	4326	5330	6229
MBD3L1	9825	3124	11643
MUC16	465	991	982
OR1M1	913	1193	1488
OR7G2	5452	8827	3035
OR7G1	833	1229	513
OR7G3	124	218	337
ZNF317	2049	1898	2919
OR7D2	670	249	490
OR7D4	2361	9194	4339
OR7E24	3269	2043	1582
ZNF699	155	310	123
ZNF559	520	987	208
ZNF559-ZNF177	476	1356	611
ZNF177	1104	1981	1616
ZNF266	3872	5646	4375
ZNF560	2654	7637	6768
ZNF426	3512	1310	926
ZNF121	250	194	145
ZNF561	2333	2442	2004
AC008759.1	7546	4243	2619
ZNF562	482	623	687
ZNF812P	954	793	401
ZNF846	1602	375	1067
FBXL12	3862	4837	1823
UBL5	1254	1891	1622
PIN1	449	286	264
OLFM2	600	492	674
COL5A3	2641	1767	2709
RDH8	320	1461	871
C19orf66	2838	5531	1561
ANGPTL6	1217	1397	1020
PPAN-P2RY11	16	12	33
PPAN	9555	5711	11822
P2RY11	6849	1798	4298
EIF3G	8921	4638	8093
DNMT1	1328	691	1236
S1PR2	292	495	520
MRPL4	687	642	819
ICAM1	505	269	675
ICAM4	184	307	354
ICAM5	1864	688	1675
ZGLP1	1158	1389	2416
CTD-2369P2.10	3113	2678	2147
FDX2	1697	991	1447
CTD-2369P2.12	5142	7101	1735
RAVER1	1397	2916	3288
ICAM3	6113	3811	3977
TYK2	6667	5016	6205
CDC37	1358	1015	688
PDE4A	1366	3769	1721
KEAP1	1033	705	842
S1PR5	2523	1123	2514
ATG4D	11235	12679	14184
KRI1	2265	1234	1631
CDKN2D	4091	2636	2308
AP1M2	1724	641	1754
SLC44A2	3516	4922	2592
ILF3	2194	999	977
QTRT1	262	167	275
DNM2	6262	3466	8579
TMED1	861	329	285
C19orf38	1708	1669	2993
CARM1	196	377	181
YIPF2	525	621	611
C19orf52	2727	1037	4856
SMARCA4	3967	2685	3921
LDLR	6895	7880	6225
SPC24	5659	1466	371
KANK2	863	1799	786
DOCK6	2787	3703	2425
ANGPTL8	6518	15173	4681
TSPAN16	195	98	145
RAB3D	1032	571	1340
TMEM205	5725	3026	4711
CCDC159	3341	1753	2413
PLPPR2	414	361	321
SWSAP1	3695	2328	896
EPOR	98	407	386
RGL3	566	505	820
CCDC151	942	832	866
PRKCSH	662	422	367
ELAVL3	1174	1883	865
CTC-398G3.6	2836	3537	7413
ZNF653	2377	2958	3032
ECSIT	1403	1308	1338
CNN1	3343	5538	4117
ELOF1	1162	476	962
ZNF627	2625	1807	1081
ACP5	1592	2135	1595
ZNF823	1064	309	569
ZNF441	1362	772	1856
ZNF491	2528	2095	5134
ZNF440	3279	3323	3371
ZNF439	4767	2241	4295
ZNF69	1019	820	1365
ZNF700	631	387	609
CTD-2006C1.13	1130	957	681
ZNF763	330	677	407
ZNF433	491	248	336
CTD-2006C1.10	1268	883	1124
ZNF878	4283	4615	5389
ZNF844	116	279	218
ZNF788	1065	2613	2705
ZNF20	177	108	187
ZNF625-ZNF20	339	632	368
ZNF625	2366	635	1738
ZNF136	7510	7487	7630
ZNF44	588	554	312
ZNF563	112	307	430
ZNF442	4817	5205	3237
CTD-3105H18.14	1449	867	1144
ZNF799	1380	991	1771
CTD-3105H18.16	2352	2724	2205
ZNF443	835	794	546
CTD-3105H18.18	257	295	156
ZNF709	722	495	504
CTD-2192J16.17	1048	976	1645
ZNF564	1782	862	2049
CTD-2192J16.20	1158	1400	1002
ZNF490	1910	2137	6436
ZNF791	1847	3922	3790
CTD-2192J16.22	3525	2361	5802
MAN2B1	2199	3048	1471
CTD-2192J16.24	1509	1803	1960
WDR83	6728	6510	3469
WDR83OS	540	826	321
DHPS	5113	3983	2781
FBXW9	296	410	256
TNPO2	4045	8958	6169
C19orf43	698	980	563
ASNA1	180	121	97
BEST2	411	259	317
HOOK2	62	68	32
JUNB	4071	6830	7201
PRDX2	3824	6542	2533
RNASEH2A	2908	7173	5089
RTBDN	2912	3818	6039
MAST1	965	1274	633
DNASE2	4881	1864	2813
KLF1	960	3644	3624
GCDH	1444	1247	646
SYCE2	5499	4573	6350
FARSA	897	397	678
CALR	6222	3573	4354
RAD23A	108	19	132
GADD45GIP1	3074	3269	1845
DAND5	13441	12187	4476
NFIX	2658	4324	1584
LYL1	231	301	381
TRMT1	14449	8887	5494
NACC1	5387	3804	6048
STX10	1031	909	414
IER2	853	639	1101
CACNA1A	3308	3924	2316
CCDC130	1006	707	740
MRI1	2198	1188	1133
C19orf53	216	140	354
AC008686.1	1349	957	575
ZSWIM4	2992	3219	3935
NANOS3	827	2454	709
C19orf57	530	757	271
CC2D1A	833	1207	1438
PODNL1	2935	5918	3771
DCAF15	2100	2096	5333
RFX1	3348	2921	1705
RLN3	467	442	327
IL27RA	8780	5523	7186
PALM3	528	677	988
MIR1199	2172	881	1595
C19orf67	390	352	733
SAMD1	5018	7394	7225
PRKACA	4463	8924	6508
ASF1B	280	247	219
ADGRL1	2059	1409	1052
ADGRE5	4940	5211	6069
DDX39A	222	445	281
PKN1	3671	3809	6312
PTGER1	2493	2711	986
GIPC1	783	1303	1013
DNAJB1	182	313	303
TECR	1127	1152	1559
NDUFB7	4517	5008	6675
CLEC17A	2861	2733	3369
ADGRE3	2218	2402	3481
ZNF333	1496	1126	1397
ADGRE2	848	718	602
OR7A5	1044	739	691
OR7C1	849	2244	823
OR7A10	1037	996	753
OR7A17	873	392	750
OR7C2	5224	5406	4871
SLC1A6	315	239	223
CCDC105	849	357	264
CASP14	717	362	282
OR1I1	114	119	120
SYDE1	1212	1199	1119
ILVBL	2440	1770	2317
NOTCH3	135	83	110
EPHX3	1336	2193	1105
BRD4	6195	5184	10134
AKAP8	26	39	72
AKAP8L	1245	1837	1810
WIZ	1207	1419	856
RASAL3	460	279	381
PGLYRP2	7217	11544	5647
CYP4F22	1890	3157	2026
CYP4F8	5945	12275	8129
CYP4F3	34	14	28
CYP4F12	4790	6297	5369
OR10H2	2004	3855	8312
OR10H3	328	156	166
OR10H5	2458	5078	2295
OR10H1	1835	3266	813
CYP4F2	2036	2070	2338
CYP4F11	2805	2102	4324
OR10H4	337	546	335
TPM4	6188	5201	8187
RAB8A	2465	931	1987
HSH2D	1478	812	1119
CIB3	7884	6155	1791
FAM32A	3387	3127	1150
AP1M1	854	1977	1151
KLF2	428	507	963
EPS15L1	1424	1494	903
CALR3	1906	2472	2671
CTD-3222D19.2	1049	1244	860
C19orf44	295	553	505
CHERP	547	729	478
SLC35E1	1959	1433	1022
MED26	665	645	402
CTC-429P9.4	878	2207	3155
SMIM7	1524	2168	1097
TMEM38A	1626	415	477
NWD1	1914	1413	840
SIN3B	244	218	106
F2RL3	597	972	894
CPAMD8	2197	3247	3925
HAUS8	557	683	478
MYO9B	1982	5247	3905
USE1	136	84	261
OCEL1	1227	2314	1712
NR2F6	2699	1868	2941
AC010646.3	3667	8929	5228
USHBP1	3733	7282	3318
BABAM1	6852	6673	2325
CTD-2278I10.6	174	674	443
ANKLE1	741	696	922
ABHD8	747	590	1055
MRPL34	657	787	1454
DDA1	154	144	118
ANO8	522	537	227
GTPBP3	135	323	75
PLVAP	633	520	793
CTD-2521M24.13	232	175	271
BST2	2390	1367	2522
MVB12A	2049	1621	990
TMEM221	75	232	137
CTD-2521M24.10	436	778	1028
NXNL1	200	513	247
SLC27A1	1568	903	2240
PGLS	12948	5452	11394
FAM129C	6512	6087	8188
COLGALT1	1096	4295	2300
UNC13A	7203	3371	3797
MAP1S	8339	7864	6006
FCHO1	3985	2148	2914
B3GNT3	236	222	181
INSL3	4561	3595	3901
JAK3	1348	1215	912
RPL18A	1025	3839	1817
SLC5A5	1050	4561	2782
CCDC124	3029	3357	1894
KCNN1	1742	842	470
ARRDC2	2105	2074	1415
IL12RB1	2519	2056	3907
MAST3	1139	991	592
PIK3R2	526	149	525
AC007192.4	1609	1085	1264
IFI30	651	904	926
MPV17L2	4685	3442	1367
RAB3A	536	929	771
PDE4C	351	315	501
KIAA1683	208	373	477
JUND	2552	1333	1280
LSM4	58	43	32
PGPEP1	8154	7031	8130
GDF15	385	235	259
LRRC25	4435	3111	3410
SSBP4	2612	1972	2068
ISYNA1	160	92	53
ELL	5394	2623	2563
FKBP8	244	168	98
KXD1	65	23	37
UBA52	370	388	134
CRLF1	5638	2243	6311
C19orf60	1129	1001	1010
TMEM59L	932	1215	1980
KLHL26	1840	1600	1142
CRTC1	25	21	17
COMP	1321	955	777
UPF1	333	400	406
GDF1	62	94	45
CERS1	105	429	450
COPE	145	182	91
AC002985.3	4115	4313	6036
DDX49	3987	2762	4322
HOMER3	1345	5055	5718
SUGP2	6233	4697	4689
ARMC6	1226	1050	951
SLC25A42	466	670	700
TMEM161A	195	391	276
BORCS8-MEF2B	225	202	199
MEF2B	16	22	26
BORCS8	3620	4933	4177
RFXANK	2448	4128	2083
NR2C2AP	992	1538	2907
NCAN	10053	3468	11182
HAPLN4	2887	3231	2247
TM6SF2	954	1622	1767
SUGP1	251	650	805
MAU2	464	1151	748
GATAD2A	84	113	103
TSSK6	1677	2195	2047
NDUFA13	1496	2130	980
CTC-260F20.3	19507	15798	17614
YJEFN3	6880	5725	6716
CILP2	1795	3158	3045
PBX4	2349	3712	665
LPAR2	3563	1763	2724
GMIP	6802	6845	5567
ATP13A1	627	2182	1615
ZNF101	4055	3417	2803
ZNF14	308	174	254
ZNF506	2886	1980	1099
ZNF253	4342	5732	3297
ZNF93	467	406	357
ZNF682	1401	661	1570
ZNF90	1414	1700	1128
ZNF486	3542	1124	979
ZNF737	9480	7972	3115
ZNF626	9339	10378	10796
ZNF66	1382	2023	1728
ZNF85	3973	4648	1771
ZNF430	626	850	833
ZNF714	1543	927	1135
ZNF431	217	120	112
ZNF708	286	448	279
ZNF738	997	1608	504
ZNF493	1996	1750	1866
CTD-2561J22.3	2387	1734	2572
ZNF429	4073	5674	1587
ZNF100	729	1234	612
ZNF43	2860	4520	4082
ZNF208	1210	773	1234
ZNF257	2135	1632	1349
ZNF676	6282	10489	6025
ZNF729	1140	1169	1073
ZNF98	2183	2392	2645
ZNF492	361	408	531
ZNF99	386	331	587
ZNF728	323	388	485
ZNF730	295	152	206
ZNF724P	4500	1319	846
RP11-15H20.8	23946	10130	14554
ZNF91	629	599	674
ZNF675	1079	747	1066
ZNF681	3410	3715	2914
ZNF726	2622	905	1456
